?cluster	?metatype	?type	?mention_span	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
cluster-NILE20857	Entity	GPE.UrbanArea.City	KC003A6NA:KC003ADT2:(3890,0)-(3897,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20858	Entity	GPE.Country.Country	KC003A6NA:KC003ADT2:(2686,0)-(2695,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20858	Entity	GPE.Country.Country	KC003A6NA:KC003ADT2:(5114,0)-(5124,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20859	Entity	GPE.ProvinceState.ProvinceState	KC003A6NA:KC003ADT2:(3303,0)-(3330,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20859	Entity	GPE.ProvinceState.ProvinceState	KC003A6NA:KC003ADT2:(3324,0)-(3330,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20859	Entity	GPE.ProvinceState.ProvinceState	KC003A6NA:KC003ADT2:(3383,0)-(3389,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20860	Entity	GPE.ProvinceState.ProvinceState	KC003A6NA:KC003ADT2:(3457,0)-(3466,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20861	Entity	LOC.Position.Neighborhood	KC003A6NA:KC003ADT2:(2651,0)-(2712,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20862	Entity	LOC	KC003A6NA:KC003ADT2:(2896,0)-(2911,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20863	Entity	LOC	KC003A6NA:KC003ADT2:(3985,0)-(3991,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20864	Entity	ORG.Government	KC003A6NA:KC003ADT2:(3010,0)-(3019,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20864	Entity	ORG.Government	KC003A6NA:KC003ADT2:(3229,0)-(3242,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20864	Entity	ORG.Government	KC003A6NA:KC003ADT2:(3679,0)-(3692,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20864	Entity	ORG.Government	KC003A6NA:KC003ADT2:(3744,0)-(3745,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20864	Entity	ORG.Government	KC003A6NA:KC003ADT2:(3847,0)-(3848,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20864	Entity	ORG.Government	KC003A6NA:KC003ADT2:(4249,0)-(4269,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20865	Entity	PER.ProfessionalPosition.Journalist	KC003A6NA:KC003ADT2:(5093,0)-(5101,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20866	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2350,0)-(2391,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20866	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2394,0)-(2410,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20866	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2413,0)-(2432,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20866	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2449,0)-(2451,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20866	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2533,0)-(2542,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20866	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2596,0)-(2598,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20867	Entity	PER.Combatant	KC003A6NA:KC003ADT2:(2502,0)-(2515,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20868	Entity	FAC.Building.VotingFacility	KC003A6NA:KC003ADT2:(3920,0)-(3935,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20869	Entity	FAC.Building.VotingFacility	KC003A6NA:KC003ADT2:(5244,0)-(5257,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20870	Entity	PER	KC003A6NA:KC003ADT2:(3396,0)-(3412,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20870	Entity	PER	KC003A6NA:KC003ADT2:(3491,0)-(3493,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20871	Entity	PER	KC003A6NA:KC003ADT2:(3959,0)-(3991,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20871	Entity	PER	KC003A6NA:KC003ADT2:(4038,0)-(4041,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20872	Entity	PER	KC003A6NA:KC003ADT2:(3967,0)-(3991,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20873	Entity	PER	KC003A6NA:KC003ADT2:(4973,0)-(4992,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20874	Entity	PER	KC003A6NA:KC003ADT2:(5275,0)-(5317,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20875	Entity	PER.Police	KC003A6NA:KC003ADT2:(2724,0)-(2763,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20875	Entity	PER.Police	KC003A6NA:KC003ADT2:(2807,0)-(2828,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20875	Entity	PER.Police	KC003A6NA:KC003ADT2:(2908,0)-(2911,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20876	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(2485,0)-(2495,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20877	Entity	PER.ProfessionalPosition	KC003A6NA:KC003ADT2:(4928,0)-(4945,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20878	Entity	PER.Politician	KC003A6NA:KC003ADT2:(4253,0)-(4258,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20879	Entity	PER	KC003A6NA:KC003ADT2:(2915,0)-(2930,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20880	Entity	PER	KC003A6NA:KC003ADT2:(3950,0)-(3955,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20881	Entity	PER.Politician	KC003A6NA:KC003ADT2:(4850,0)-(4867,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20882	Entity	PER.Police	KC003A6NA:KC003ADT2:(2945,0)-(2963,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20882	Entity	PER.Police	KC003A6NA:KC003ADT2:(3010,0)-(3035,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20882	Entity	PER.Police	KC003A6NA:KC003ADT2:(3111,0)-(3114,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20882	Entity	PER.Police	KC003A6NA:KC003ADT2:(3199,0)-(3208,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20883	Entity	PER	KC003A6NA:KC003ADT2:(2983,0)-(2986,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20883	Entity	PER.Protester	KC003A6NA:KC003ADT2:(3091,0)-(3100,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20883	Entity	PER.Protester	KC003A6NA:KC003ADT2:(3214,0)-(3226,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20884	Entity	PER	KC003A6NA:KC003ADT2:(3260,0)-(3330,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20885	Entity	PER.Police	KC003A6NA:KC003ADT2:(3333,0)-(3348,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20886	Entity	PER	KC003A6NA:KC003ADT2:(3149,0)-(3166,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20870	Relation	OrganizationAffiliation.EmploymentMembership.Employment	KC003A6NA:KC003ADT2:(3010,0)-(3019,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20871	Relation	GeneralAffiliation.MemberOriginReligionEthnicity	KC003A6NA:KC003ADT2:(4850,0)-(4859,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20872	Relation	Measurement.Size.Count	KC003A6NA:KC003ADT2:(4825,0)-(4831,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20873	Relation	Measurement.Size.Percentage	KC003A6NA:KC003ADT2:(4883,0)-(4889,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20874	Relation	Measurement.Size.Count	KC003A6NA:KC003ADT2:(4979,0)-(4985,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20874	Relation	Measurement.Size.Count	KC003A6NA:KC003ADT2:(5304,0)-(5310,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20875	Relation	Measurement.Size.Percentage	KC003A6NA:KC003ADT2:(5043,0)-(5049,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20877	Relation	Measurement.Size.Count	KC003A6NA:KC003ADT2:(2724,0)-(2737,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20878	Relation	Measurement.Size.Count	KC003A6NA:KC003ADT2:(3149,0)-(3159,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20870	Event	Conflict.Attack.FirearmAttack	KC003A6NA:KC003ADT2:(2439,0)-(2444,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20870	Event	Conflict.Attack.FirearmAttack	KC003A6NA:KC003ADT2:(2591,0)-(2594,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20870	Event	Life.Die.DeathCausedByViolentEvents	KC003A6NA:KC003ADT2:(2439,0)-(2444,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20871	Event	Government.Vote	KC003A6NA:KC003ADT2:(2479,0)-(2482,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20872	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(2521,0)-(2531,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20873	Event	Disaster.FireExplosion.FireExplosion	KC003A6NA:KC003ADT2:(2634,0)-(2642,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20873	Event	Disaster.FireExplosion.FireExplosion	KC003A6NA:KC003ADT2:(2888,0)-(2894,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20874	Event	Life.Injure.InjuryCausedByViolentEvents	KC003A6NA:KC003ADT2:(2715,0)-(2722,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20875	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(2965,0)-(2969,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20876	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(3083,0)-(3089,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20877	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(3116,0)-(3119,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20878	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(3173,0)-(3178,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20878	Event	Life.Die.DeathCausedByViolentEvents	KC003A6NA:KC003ADT2:(3173,0)-(3178,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20879	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(3183,0)-(3189,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20879	Event	Conflict.Attack	KC003A6NA:KC003ADT2:(3183,0)-(3189,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20880	Event	Conflict.Attack.FirearmAttack	KC003A6NA:KC003ADT2:(3295,0)-(3298,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20880	Event	Life.Die.DeathCausedByViolentEvents	KC003A6NA:KC003ADT2:(3173,0)-(3178,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20881	Event	Conflict.Attack.FirearmAttack	KC003A6NA:KC003ADT2:(3354,0)-(3357,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20882	Event	Conflict.Attack.FirearmAttack	KC003A6NA:KC003ADT2:(3418,0)-(3423,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20882	Event	Conflict.Attack.FirearmAttack	KC003A6NA:KC003ADT2:(3483,0)-(3489,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20882	Event	Life.Die.DeathCausedByViolentEvents	KC003A6NA:KC003ADT2:(3418,0)-(3423,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20883	Event	Government.Vote	KC003A6NA:KC003ADT2:(3738,0)-(3741,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20884	Event	Movement.TransportPerson.PreventEntry	KC003A6NA:KC003ADT2:(3850,0)-(3855,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20885	Event	Contact.MediaStatement	KC003A6NA:KC003ADT2:(3973,0)-(3983,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20885	Event	Contact.MediaStatement	KC003A6NA:KC003ADT2:(4033,0)-(4036,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20886	Event	Government.Vote.CastVote	KC003A6NA:KC003ADT2:(4844,0)-(4847,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20886	Event	Government.Vote.CastVote	KC003A6NA:KC003ADT2:(4994,0)-(4997,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20886	Event	Government.Vote.CastVote	KC003A6NA:KC003ADT2:(5319,0)-(5322,0)	"1.0"	"1.0"	"1.0"
cluster-NILV20888	Event	Inspection.SensoryObserve.MonitorElection	KC003A6NA:KC003ADT2:(5081,0)-(5088,0)	"1.0"	"1.0"	"1.0"
