query_id	depth1	depth2	frame_ids
AIDA_TA2_GR_2019_0087	10	5	E101_PT004_KE008_FG,E101_PT006_KE007_FG
AIDA_TA2_GR_2019_0088	10	5	E101_PT004_KE009_CG,E101_PT006_KE010_CG
AIDA_TA2_GR_2019_0089	10	5	E101_PT004_KE010_FG,E101_PT006_KE011_FG
AIDA_TA2_GR_2019_0090	10	5	E101_PT004_KE011_FG,E101_PT006_KE014_FG
AIDA_TA2_GR_2019_0091	10	5	E101_PT004_KE011_CG,E101_PT006_KE014_CG
AIDA_TA2_GR_2019_0092	10	5	E101_PT004_KE012_FG,E101_PT006_KE015_FG
AIDA_TA2_GR_2019_0093	10	5	E101_PT004_KE013_FG
AIDA_TA2_GR_2019_0094	10	5	E101_PT004_KE013_CG
AIDA_TA2_GR_2019_0095	10	5	E101_PT004_KE014_FG
AIDA_TA2_GR_2019_0096	10	5	E101_PT004_KE015_FG
AIDA_TA2_GR_2019_0097	10	5	E101_PT004_KE015_CG
AIDA_TA2_GR_2019_0098	10	5	E101_PT004_KE016_FG
AIDA_TA2_GR_2019_0101	10	5	E101_PT005_KE004_CG,E101_PT005_KE005_CG,E101_PT005_KE006_CG,E102_PT002_KE003_CG,E102_PT002_KE004_CG,E102_PT004_KE003_CG,E102_PT004_KE004_CG,E102_PT005_KE011_CG,E102_PT005_KE012_CG
AIDA_TA2_GR_2019_0102	10	5	E101_PT005_KE004_CG
AIDA_TA2_GR_2019_0103	10	5	E101_PT005_KE006_FG,E102_PT002_KE004_FG,E102_PT004_KE004_FG,E102_PT005_KE012_FG
AIDA_TA2_GR_2019_0112	10	5	E101_PT007_KE004_CG,E102_PT001_KE018_CG
AIDA_TA2_GR_2019_0114	10	5	E102_PT001_KE001_FG,E102_PT001_KE002_FG
AIDA_TA2_GR_2019_0115	10	5	E102_PT001_KE001_CG,E102_PT001_KE002_CG
AIDA_TA2_GR_2019_0116	10	5	E102_PT001_KE003_CG,E102_PT001_KE004_CG,E102_PT001_KE005_CG,E102_PT001_KE011_CG,E102_PT002_KE001_CG,E102_PT002_KE009_CG,E102_PT003_KE001_CG,E102_PT003_KE002_CG,E102_PT003_KE010_CG,E102_PT003_KE011_CG,E102_PT005_KE004_CG,E102_PT005_KE007_CG,E102_PT005_KE009_CG
AIDA_TA2_GR_2019_0120	10	5	E102_PT001_KE008_FG
AIDA_TA2_GR_2019_0121	10	5	E102_PT001_KE009_CG,E102_PT003_KE003_CG
AIDA_TA2_GR_2019_0123	10	5	E102_PT001_KE011_FG,E102_PT003_KE010_FG,E102_PT003_KE011_FG,E102_PT004_KE015_FG
AIDA_TA2_GR_2019_0124	10	5	E102_PT001_KE011_CG,E102_PT003_KE010_CG,E102_PT003_KE011_CG,E102_PT004_KE015_CG
AIDA_TA2_GR_2019_0125	10	5	E102_PT001_KE011_FG,E102_PT003_KE010_FG,E102_PT003_KE011_FG
AIDA_TA2_GR_2019_0126	10	5	E102_PT001_KE012_FG,E102_PT003_KE012_FG,E102_PT004_KE016_FG
AIDA_TA2_GR_2019_0127	10	5	E102_PT001_KE012_CG,E102_PT003_KE012_CG,E102_PT004_KE016_CG
AIDA_TA2_GR_2019_0133	10	5	E102_PT002_KE001_FG
AIDA_TA2_GR_2019_0134	10	5	E102_PT002_KE001_CG,E102_PT003_KE002_CG,E102_PT003_KE009_CG
AIDA_TA2_GR_2019_0135	10	5	E102_PT002_KE001_FG
AIDA_TA2_GR_2019_0137	10	5	E102_PT002_KE005_CG
AIDA_TA2_GR_2019_0138	10	5	E102_PT002_KE005_CG
AIDA_TA2_GR_2019_0142	10	5	E102_PT002_KE009_CG,E102_PT003_KE001_CG,E102_PT003_KE008_CG,E102_PT003_KE010_CG
AIDA_TA2_GR_2019_0145	10	5	E102_PT002_KE013_CG
AIDA_TA2_GR_2019_0148	10	5	E102_PT003_KE006_FG,E102_PT004_KE011_FG,E102_PT004_KE012_FG
AIDA_TA2_GR_2019_0151	10	5	E102_PT003_KE008_FG
AIDA_TA2_GR_2019_0152	10	5	E102_PT003_KE008_FG,E102_PT003_KE009_FG
AIDA_TA2_GR_2019_0153	10	5	E102_PT003_KE008_CG,E102_PT003_KE009_CG,E102_PT003_KE010_CG,E102_PT003_KE011_CG,E102_PT004_KE015_CG
AIDA_TA2_GR_2019_0154	10	5	E102_PT003_KE008_FG,E102_PT003_KE009_FG
AIDA_TA2_GR_2019_0155	10	5	E102_PT003_KE008_CG,E102_PT003_KE009_CG
AIDA_TA2_GR_2019_0156	10	5	E102_PT003_KE009_FG
AIDA_TA2_GR_2019_0157	10	5	E102_PT003_KE010_FG
AIDA_TA2_GR_2019_0158	10	5	E102_PT003_KE010_FG,E102_PT003_KE011_FG,E102_PT004_KE015_FG
AIDA_TA2_GR_2019_0159	10	5	E102_PT004_KE001_FG
AIDA_TA2_GR_2019_0160	10	5	E102_PT004_KE001_CG
AIDA_TA2_GR_2019_0161	10	5	E102_PT004_KE006_FG,E102_PT005_KE013_FG
AIDA_TA2_GR_2019_0162	10	5	E102_PT004_KE006_CG,E102_PT005_KE013_CG
AIDA_TA2_GR_2019_0163	10	5	E102_PT004_KE006_FG,E102_PT004_KE015_FG,E102_PT005_KE013_FG
AIDA_TA2_GR_2019_0164	10	5	E102_PT004_KE006_CG,E102_PT004_KE015_CG,E102_PT005_KE013_CG
AIDA_TA2_GR_2019_0165	10	5	E102_PT004_KE007_FG
AIDA_TA2_GR_2019_0166	10	5	E102_PT004_KE007_CG
AIDA_TA2_GR_2019_0167	10	5	E102_PT004_KE007_FG
AIDA_TA2_GR_2019_0168	10	5	E102_PT004_KE007_CG
AIDA_TA2_GR_2019_0172	10	5	E102_PT004_KE010_FG,E102_PT005_KE015_FG
AIDA_TA2_GR_2019_0173	10	5	E102_PT004_KE011_FG,E102_PT004_KE012_FG
AIDA_TA2_GR_2019_0174	10	5	E102_PT004_KE011_CG,E102_PT004_KE012_CG
AIDA_TA2_GR_2019_0175	10	5	E102_PT004_KE014_FG
AIDA_TA2_GR_2019_0176	10	5	E102_PT004_KE014_CG
AIDA_TA2_GR_2019_0177	10	5	E102_PT004_KE014_FG
AIDA_TA2_GR_2019_0178	10	5	E102_PT005_KE001_CG
AIDA_TA2_GR_2019_0179	10	5	E102_PT005_KE001_CG
AIDA_TA2_GR_2019_0185	10	5	E102_PT005_KE007_CG,E102_PT005_KE009_CG
AIDA_TA2_GR_2019_0187	10	5	E103_PT001_KE001_FG
AIDA_TA2_GR_2019_0188	10	5	E103_PT001_KE005_CG
AIDA_TA2_GR_2019_0189	10	5	E103_PT001_KE006_FG
AIDA_TA2_GR_2019_0192	10	5	E103_PT001_KE008_FG
AIDA_TA2_GR_2019_0193	10	5	E103_PT001_KE008_CG,E103_PT001_KE010_CG
AIDA_TA2_GR_2019_0194	10	5	E103_PT001_KE011_FG
AIDA_TA2_GR_2019_0195	10	5	E103_PT001_KE011_CG
AIDA_TA2_GR_2019_0196	10	5	E103_PT001_KE015_CG
AIDA_TA2_GR_2019_0198	10	5	E103_PT001_KE018_FG
AIDA_TA2_GR_2019_0199	10	5	E103_PT002_KE001_FG
AIDA_TA2_GR_2019_0200	10	5	E103_PT002_KE001_CG
AIDA_TA2_GR_2019_0201	10	5	E103_PT002_KE001_FG
AIDA_TA2_GR_2019_0202	10	5	E103_PT002_KE001_CG
AIDA_TA2_GR_2019_0209	10	5	E103_PT002_KE008_FG
AIDA_TA2_GR_2019_0210	10	5	E103_PT002_KE008_FG
AIDA_TA2_GR_2019_0211	10	5	E103_PT002_KE008_FG
AIDA_TA2_GR_2019_0212	10	5	E103_PT002_KE008_CG
AIDA_TA2_GR_2019_0213	10	5	E103_PT003_KE001_CG
AIDA_TA2_GR_2019_0214	10	5	E103_PT003_KE001_CG
AIDA_TA2_GR_2019_0215	10	5	E103_PT003_KE002_CG
AIDA_TA2_GR_2019_0216	10	5	E103_PT003_KE002_CG
AIDA_TA2_GR_2019_0217	10	5	E103_PT003_KE007_CG,E103_PT003_KE008_CG
