?docid	?edge_type_q	?edge_type	?object_cluster	?objectmo	?oinf_j_span	?subject_cluster	?subjectmo	?ej_span	?oinf_j_cv	?obcm_cv	?edge_cj_cv	?sbcm_cv
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.FirearmAttack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04735>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.000984>	IC0015LMY:HC000030D:(3292,0)-(3331,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000180>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.000937>	IC0015LMY:HC000030D:(3292,0)-(3331,0);IC0015LMY:HC000030D:(3336,0)-(3339,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.SetFire_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04735>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001044>	IC0015LMY:HC000030D:(3292,0)-(3331,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV02964>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.000997>	IC0015LMY:HC000030D:(3292,0)-(3331,0);IC0015LMY:HC000030D:(3353,0)-(3357,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.FirearmAttack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-698740>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001138>	IC0015LMY:HC000030D:(3008,0)-(3013,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000180>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.001104>	IC0015LMY:HC000030D:(3008,0)-(3013,0);IC0015LMY:HC000030D:(3641,0)-(3644,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.FirearmAttack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000036>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001138>	IC0015LMY:HC000030D:(3008,0)-(3013,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000180>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.001104>	IC0015LMY:HC000030D:(3008,0)-(3013,0);IC0015LMY:HC000030D:(3641,0)-(3644,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.SetFire_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000006>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001292>	IC0015LMY:HC000030D:(3859,0)-(3878,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000367>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.001245>	IC0015LMY:HC000030D:(3859,0)-(3878,0);IC0015LMY:HC000030D:(4107,0)-(4113,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.SetFire_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000008>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001621>	IC0015LMY:HC000030D:(4460,0)-(4471,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV00782>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.001561>	IC0015LMY:HC000030D:(4460,0)-(4471,0);IC0015LMY:HC000030D:(4595,0)-(4602,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.FirearmAttack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE06653>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001767>	IC0015LMY:HC000030D:(4776,0)-(4791,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000180>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.001707>	IC0015LMY:HC000030D:(4745,0)-(4750,0);IC0015LMY:HC000030D:(4776,0)-(4791,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.SetFire_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE04731>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.001976>	IC0015LMY:HC000030D:(5270,0)-(5284,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV00782>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.001955>	IC0015LMY:HC000030D:(5270,0)-(5284,0);IC0015LMY:HC000030D:(5294,0)-(5309,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.FirearmAttack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000008>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.002075>	IC0015LMY:HC000030D:(4894,0)-(4913,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000180>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.002028>	IC0015LMY:HC000030D:(4869,0)-(4876,0);IC0015LMY:HC000030D:(4894,0)-(4913,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack.SetFire_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000008>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.004623>	IC0015LMY:HC000030D:(2536,0)-(2547,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000265>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.004576>	IC0015LMY:HC000030D:(2513,0)-(2518,0);IC0015LMY:HC000030D:(2536,0)-(2547,0)	1.0E0	1.0E0	1.0E0	1.0E0
IC0015LMY	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntology#Conflict.Attack_Place>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-80000008>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#EMIC0015LMY.004918>	IC0015LMY:HC000030D:(5757,0)-(5776,0)	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV80000182>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#VMIC0015LMY.004871>	IC0015LMY:HC000030D:(5600,0)-(5607,0);IC0015LMY:HC000030D:(5757,0)-(5776,0)	1.0E0	1.0E0	1.0E0	1.0E0
