?cluster	?metatype	?type	?mention_span	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21455>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#GPE.UrbanArea.City>	JC002YD6G:JC002YD6I:(529,0)-(535,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21456>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.Politician.HeadOfGovernment>	JC002YD6G:JC002YD6I:(553,0)-(566,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21457>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER>	JC002YD6G:JC002YD6I:(174,0)-(177,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21458>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER>	JC002YD6G:JC002YD6I:(755,0)-(762,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21459>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER>	JC002YD6G:JC002YD6I:(393,0)-(402,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21459>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER>	JC002YD6G:JC002YD6I:(446,0)-(450,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21460>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#MHI.SymptomPresentation.SymptomPresentation>	JC002YD6G:JC002YD6I:(819,0)-(827,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21461>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#GPE.UrbanArea.City>	JC002YD6G:JC002YD6I:(212,0)-(218,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21462>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#GPE>	JC002YD6G:JC002YD6I:(103,0)-(111,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21462>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#GPE>	JC002YD6G:JC002YD6I:(620,0)-(629,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILR21445>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Relation>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#OrganizationAffiliation.Leadership>	JC002YD6G:JC002YD6I:(393,0)-(402,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21445>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Contact.ThreatenCoerce>	JC002YD6G:JC002YD6I:(541,0)-(547,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21445>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Contact.ThreatenCoerce>	JC002YD6G:JC002YD6I:(677,0)-(683,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21446>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Contact.ThreatenCoerce>	JC002YD6G:JC002YD6I:(461,0)-(469,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21447>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Life.Die.NonviolentDeath>	JC002YD6G:JC002YD6I:(190,0)-(197,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21447>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Life.Die.NonviolentDeath>	JC002YD6G:JC002YD6I:(482,0)-(487,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21447>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Life.Die.NonviolentDeath>	JC002YD6G:JC002YD6I:(768,0)-(776,0)	"1.0"	"1.0"	"1.0"
