doceid	segment_id	start_char	end_char	start_segment_offset	end_segment_offset
L0C04958F	61	8056	8127	145189	146413
L0C04958F	62	8133	8234	146414	148505
L0C04958F	63	8236	8409	148506	151193
L0C04958F	64	8415	8485	151194	152506
L0C04958F	65	8491	8502	152507	152715
L0C04958F	66	8506	8589	152716	154232
L0C04958F	67	8593	8772	154233	157930
L0C04958F	68	8775	8775	157931	158118
L0C04958F	69	8778	8831	158119	159214
L0C04958F	70	8833	8999	159215	162518
L0C04958F	71	9001	9109	162519	164896
L0C04958F	72	9111	9161	164897	166076
L0C04958F	73	9164	9284	166077	168126
L0C04958F	74	9287	9463	168127	170996
L0C04958F	75	9467	9625	170997	173835
L0C04958F	76	9627	9874	173836	178570
L0C04958F	77	9877	10195	178571	184132
L0C04958F	78	10198	10339	184133	186806
L0C04958F	79	10342	10354	186807	187114
L0C04958F	80	10357	10383	187115	187998
L0C04958F	81	10386	10412	187999	188696
L0C04958F	82	10415	10429	188697	189006
L0C04958F	83	10432	10542	189007	190975
L0C04958F	84	10546	10732	190976	194957
L0C04958F	85	10734	10749	194958	195453
L0C04958F	86	10751	10756	195454	195747
L0C04958F	87	10759	10773	195748	196057
L0C04958F	88	10776	10783	196058	196447
L0C04958F	89	10786	10873	196448	198190
L0C04958F	90	10876	10957	198191	199826
L0C04958F	91	10960	10988	199827	200623
L0C04958F	92	10991	11014	200624	201226
L0C04958F	93	11018	11200	201227	205003
L0C04958F	94	11202	11355	205004	208172
L0C04958F	95	11357	11381	208173	208777
L0C04958F	96	11383	11416	208778	209582
L0C04958F	97	11420	11490	209583	210921
L0C04958F	98	11496	11640	210922	213978
L0C04958F	99	11646	11792	213979	216950
L0C04958F	100	11798	11906	216951	219123
L0C04958F	101	11912	11923	219124	219338
L0C04958F	102	11927	12001	219339	220884
L0C04958F	103	12005	12124	220885	223170
L0C04958F	104	12126	12261	223171	225865
L0C04958F	105	12263	12392	225866	228357
L0C04958F	106	12394	12490	228358	230226
L0C04958F	107	12493	12589	230227	232572
L0C04958F	108	12591	12606	232573	233073
L0C04958F	109	12608	12613	233074	233370
L0C04958F	110	12616	12630	233371	233683
L0C04958F	111	12633	12638	233684	234074
L0C04958F	112	12641	12659	234075	234581
L0C04958F	113	12661	12790	234582	236148
L0C04958F	114	12793	12941	236149	239333
L0C04958F	115	12945	13326	239334	246535
L0C04958F	116	13329	13547	246536	250509
L0C04958F	117	13550	13595	250510	251162
L0C04958F	118	13598	13999	251163	258404
L0C04958F	119	14002	14442	258405	266932
L0C04958F	120	14446	14575	266933	269517
L0C04958F	121	14577	14690	269518	271524
L0C04958F	122	14693	14777	271525	273182
L0C04958F	123	14781	15033	273183	277977
L0C04958F	124	15035	15139	277978	280145
L0C04958F	125	15141	15356	280146	284123
L0C04958F	126	15359	15487	284124	286799
L0C04958F	127	15490	15717	286800	291171
L0C04958F	128	15720	15891	291172	294601
L0C04958F	129	15895	16064	294602	298116
L0C04958F	130	16066	16142	298117	299575
L0C04958F	131	16145	16355	299576	303812
L0C04958F	132	16358	16450	303813	305773
L0C04958F	133	16453	16475	305774	306566
L0C04958F	134	16477	16501	306567	307271
L0C04958F	135	16505	16705	307272	311309
L0C04958F	136	16707	16745	311310	312224
L0C04958F	137	16747	16822	312225	313583
L0C04958F	138	16826	16930	313584	315468
L0C04958F	139	16936	17019	315469	317122
L0C04958F	140	17025	17036	317123	317337
L0C04958F	141	17040	17138	317338	319209
L0C04958F	142	17140	17192	319210	320244
L0C04958F	143	17195	17318	320245	322828
L0C04958F	144	17322	17388	322829	324178
L0C04958F	145	17392	17718	324179	330235
L0C04958F	146	17722	18000	330236	335281
L0C04958F	147	18003	18168	335282	338499
L0C04958F	148	18172	18358	338500	342505
L0C04958F	149	18362	18440	342506	344347
L0C04958F	150	18444	18722	344348	349384
L0C04958F	151	18727	18935	349385	353619
L0C04958F	152	18938	18974	353620	354626
L0C04958F	153	18978	19085	354627	357180
L0C04958F	154	19088	19201	357181	359640
L0C04958F	155	19204	19226	359641	360433
L0C04958F	156	19231	19358	360434	363206
L0C04958F	157	19360	19479	363207	365680
L0C04958F	158	19481	19516	365681	366497
L0C04958H	0	1	82	279	1887
L0C04958H	1	87	293	1888	5171
L0C04958H	2	295	496	5172	8620
L0C04958H	3	500	585	8621	10272
L0C04958H	4	587	598	10273	10649
L0C04958H	5	600	864	10650	15096
L0C04958H	6	866	963	15097	16769
L0C04958H	7	965	1324	16770	22375
L0C04958H	8	1327	1620	22376	27520
L0C04958H	9	1623	1671	27521	28688
L0C04958H	10	1673	1844	28689	31654
L0C04958H	11	1846	2028	31655	34540
L0C04958H	12	2030	2155	34541	36774
L0C04958H	13	2157	2182	36775	37372
L0C04958H	14	2185	2211	37373	38060
L0C04958H	15	2214	2706	38061	46258
L0C04958H	16	2708	2862	46259	49270
L0C04958H	17	2864	2956	49271	51254
L0C04958H	18	2959	3389	51255	58341
L0C04958H	19	3391	3572	58342	61499
L0C04958H	20	3578	3918	61500	67679
L0C04958H	21	3920	4136	67680	71895
L0C04958H	22	4138	4155	71896	72480
L0C04958H	23	4158	4646	72481	80762
L0C04958H	24	4648	4743	80763	82662
L0C04958H	25	4745	4903	82663	85770
L0C04958H	26	4905	5004	85771	87870
L0C04958H	27	5007	5067	87871	89162
L0C04958H	28	5069	5223	89163	91990
L0C04958H	29	5225	5245	91991	92486
L0C04958H	30	5247	5512	92487	96715
L0C04958H	31	5515	5716	96716	100279
L0C04958H	32	5718	5737	100280	100773
L0C04958H	33	5739	5760	100774	101182
L0C04958H	34	5762	5871	101183	103294
L0C04958H	35	5874	5961	103295	104998
L0C04958H	36	5964	6151	104999	108344
L0C04958H	37	6153	6384	108345	112233
L0C04958H	38	6386	6701	112234	117644
L0C04958H	39	6703	6791	117645	119262
L0C04958H	40	6794	6867	119263	120943
L0C04958H	41	6869	7109	120944	125754
L0C04958I	0	1	58	279	1157
L0C04958I	1	62	272	1158	4445
L0C04958I	2	275	455	4446	7421
L0C04958I	3	458	684	7422	10927
L0C04958I	4	687	928	10928	14988
L0C04958I	5	931	1107	14989	17995
L0C04958I	6	1110	1251	17996	20862
L0C04958I	7	1254	1338	20863	22459
L0C04958I	8	1340	1440	22460	24708
L0C04958I	9	1442	1526	24709	26300
L0C04958I	10	1529	1648	26301	28799
L0C04958I	11	1650	1729	28800	30309
L0C04958I	12	1731	1783	30310	31495
L0C04958I	13	1786	1876	31496	33398
L0C04958I	14	1878	1973	33399	35390
L0C04958I	15	1976	2068	35391	37376
L0C04958I	16	2071	2337	37377	41690
L0C04958I	17	2340	2702	41691	47933
L0C04958I	18	2705	2820	47934	50603
L0C04958I	19	2822	2957	50604	53310
L0C04958I	20	2960	3286	53311	59376
L0C04958I	21	3289	3489	59377	63110
L0C04958I	22	3492	3637	63111	66192
L0C04958I	23	3640	3741	66193	68288
L0C04958I	24	3744	3853	68289	70494
L0C04958I	25	3855	3998	70495	73308
L0C04958I	26	4001	4019	73309	73799
L0C04958I	27	4023	4056	73800	74767
L0C04958I	28	4058	4197	74768	77117
L0C04958I	29	4199	4320	77118	79341
L0C04958I	30	4323	4490	79342	82206
L0C04958I	31	4492	4643	82207	84764
L0C04958I	32	4645	4731	84765	86472
L0C04958I	33	4734	4784	86473	87744
L0C04958I	34	4786	4920	87745	90534
L0C04958I	35	4922	5015	90535	92250
L0C04958I	36	5018	5228	92251	96195
L0C04958I	37	5230	5480	96196	100933
L0C04958I	38	5483	5530	100934	102379
L0C04958I	39	5532	5624	102380	104187
L0C04958I	40	5626	5692	104188	105767
L0C04958I	41	5694	5703	105768	106152
L0C04958K	0	1	45	279	959
L0C04958K	1	50	201	960	3430
L0C04958K	2	203	253	3431	4495
L0C04958K	3	255	272	4496	5061
L0C04958K	4	276	446	5062	8100
L0C04958K	5	449	685	8101	12584
L0C04958K	6	688	929	12585	16554
L0C04958K	7	932	971	16555	17331
L0C04958K	8	974	1093	17332	19609
L0C04958K	9	1096	1247	19610	22492
L0C04958K	10	1249	1526	22493	27295
L0C04958K	11	1529	1737	27296	30953
L0C04958K	12	1740	1949	30954	34710
L0C04958K	13	1952	1999	34711	35886
L0C04958K	14	2001	2116	35887	38280
L0C04958K	15	2119	2160	38281	39178
L0C04958K	16	2162	2327	39179	42298
L0C04958K	17	2329	2412	42299	43904
L0C04958K	18	2415	2595	43905	47063
L0C04958K	19	2598	2761	47064	50548
L0C04958K	20	2763	2776	50549	51210
L0C04958K	21	2778	2835	51211	52494
L0C04958K	22	2838	2925	52495	54380
L0C04958K	23	2927	3258	54381	60092
L0C04958K	24	3261	3427	60093	63043
L0C04958K	25	3430	3703	63044	68117
L0C04958K	26	3706	3898	68118	72210
L0C04958K	27	3901	4054	72211	74768
L0C04958K	28	4056	4212	74769	77330
L0C04958K	29	4215	4396	77331	80842
L0C04958K	30	4399	4643	80843	85576
L0C04958K	31	4645	4763	85577	87618
L0C04958K	32	4766	4981	87619	92025
L0C04958K	33	4984	5259	92026	96810
L0C04958K	34	5262	5430	96811	99760
L0C04958K	35	5433	5566	99761	102009
L0C04958K	36	5569	5762	102010	105549
L0C04958K	37	5765	5890	105550	108141
L0C04958K	38	5892	5966	108142	109643
L0C04958K	39	5968	5977	109644	110028
L0C04958K	40	5980	6164	110029	113193
L0C04958K	41	6167	6325	113194	115942
L0C04958K	42	6327	6368	115943	116925
L0C04958K	43	6371	6634	116926	121787
L0C04958M	0	1	105	279	2100
L0C04958M	1	109	170	2101	3266
L0C04958M	2	172	250	3267	5077
L0C04958M	3	252	360	5078	7300
L0C04958M	4	362	542	7301	10620
L0C04958M	5	544	606	10621	11964
L0C04958M	6	609	688	11965	13607
L0C04958M	7	690	914	13608	18332
L0C04958M	8	916	964	18333	19305
L0C04958M	9	966	1110	19306	22522
L0C04958M	10	1112	1245	22523	25128
L0C04958M	11	1248	1420	25129	28356
L0C04958M	12	1422	1491	28357	29574
L0C04958M	13	1494	1609	29575	31881
L0C04958M	14	1611	1869	31882	36904
L0C04958M	15	1872	1996	36905	39409
L0C04958M	16	1998	2135	39410	41758
L0C04958M	17	2137	2267	41759	44272
L0C04958M	18	2270	2426	44273	47019
L0C04958M	19	2428	2500	47020	48513
L0C04958M	20	2503	2652	48514	51425
L0C04958M	21	2654	2888	51426	55319
L0C04958M	22	2890	2942	55320	56503
L0C04958M	23	2945	3131	56504	59672
L0C04958M	24	3133	3194	59673	60784
L0C04958N	0	1	75	279	1442
L0C04958N	1	80	260	1443	4847
L0C04958N	2	262	320	4848	6008
L0C04958N	3	323	452	6009	8717
L0C04958N	4	454	681	8718	12827
L0C04958N	5	685	892	12828	16121
L0C04958N	6	895	1063	16122	18921
L0C04958N	7	1065	1153	18922	20610
L0C04958N	8	1156	1328	20611	23457
L0C04958N	9	1331	1590	23458	28352
L0C04958N	10	1593	1723	28353	30869
L0C04958N	11	1726	1778	30870	31965
L0C04958N	12	1780	1926	31966	34689
L0C04958N	13	1928	1966	34690	35577
L0C04958N	14	1969	2120	35578	38131
L0C04958N	15	2123	2190	38132	39435
L0C04958N	16	2193	2317	39436	41845
L0C04958N	17	2320	2524	41846	45500
L0C04958N	18	2527	2691	45501	48992
L0C04958N	19	2693	2868	48993	51866
L0C04958N	20	2871	2951	51867	53199
L0C04958N	21	2953	3080	53200	55435
L0C04958N	22	3083	3269	55436	59049
L0C04958N	23	3272	3447	59050	61925
L0C04958N	24	3449	3569	61926	64147
L0C04958N	25	3572	3689	64148	66551
L0C04958N	26	3691	3800	66552	68845
L0C04958N	27	3803	3948	68846	71395
L0C04958N	28	3951	4192	71396	76027
L0C04958N	29	4194	4326	76028	78637
L0C04958N	30	4329	4454	78638	81049
L0C04958N	31	4457	4485	81050	81470
L0C04958N	32	4488	4683	81471	85379
L0C04958N	33	4685	4834	85380	87927
L0C04958N	34	4837	5132	87928	93019
L0C04958N	35	5135	5342	93020	96767
L0C04958N	36	5345	5504	96768	99520
L0C04958N	37	5507	5713	99521	103181
L0C04958N	38	5716	5930	103182	107037
L0C04958N	39	5933	6049	107038	109069
L0C04958N	40	6051	6148	109070	110975
L0C04958N	41	6150	6205	110976	111990
L0C04958N	42	6208	6404	111991	116260
L0C04958N	43	6407	6555	116261	118716
L0C04958N	44	6558	6916	118717	124577
L0C04958N	45	6919	7155	124578	128482
L0C04958N	46	7158	7297	128483	131372
L0C04958N	47	7300	7483	131373	134720
L0C04958O	0	1	52	280	1312
L0C04958O	1	54	118	1313	2552
L0C04958O	2	122	206	2553	4203
L0C04958O	3	208	416	4204	7667
L0C04958O	4	418	498	7668	9051
L0C04958O	5	500	670	9052	12091
L0C04958O	6	672	741	12092	13447
L0C04958O	7	743	755	13448	13918
L0C04958O	8	759	796	13919	14782
L0C04958O	9	798	832	14783	15635
L0C04958O	10	836	936	15636	17513
L0C04958O	11	940	1045	17514	19506
L0C04958O	12	1047	1171	19507	22374
L0C04958O	13	1173	1236	22375	23674
L0C04958O	14	1240	1289	23675	25033
L0C04958O	15	1291	1820	25034	35047
L0C04958O	16	1824	1854	35048	35830
L0C04958O	17	1856	1976	35831	38510
L0C04958O	18	1978	2043	38511	39810
L0C04958O	19	2047	2120	39811	41215
L0C04958O	20	2124	2209	41216	43009
L0C04958O	21	2211	2332	43010	45414
L0C04958O	22	2334	2390	45415	46696
L0C04958O	23	2394	2450	46697	48068
L0C04958O	24	2454	2841	48069	55252
L0C04958O	25	2844	3009	55253	58831
L0C04958O	26	3012	3150	58832	59293
L0C04958O	27	3154	3205	59294	60385
L0C04958O	28	3207	3413	60386	64042
L0C04958O	29	3415	3455	64043	65023
L0C04958O	30	3457	3569	65024	67231
L0C04958O	31	3571	3756	67232	70393
L0C04958O	32	3758	3792	70394	71280
L0C04958O	33	3796	3904	71281	73396
L0C04958O	34	3908	4136	73397	78000
L0C04958O	35	4138	4261	78001	80500
L0C04958O	36	4263	4310	80501	81495
L0C04958O	37	4312	4453	81496	83847
L0C04958O	38	4455	4546	83848	85481
L0C04958O	39	4550	4606	85482	86585
L0C04958O	40	4608	4727	86586	88897
L0C04958O	41	4729	4778	88898	89896
L0C04958O	42	4782	4793	89897	90374
L0C04958O	43	4795	4938	90375	93193
L0C04958O	44	4942	5047	93194	95475
L0C04958O	45	5051	5110	95476	96855
L0C04958O	46	5112	5180	96856	98251
L0C04958O	47	5182	5272	98252	100055
L0C04958O	48	5276	5349	100056	101371
L0C04958O	49	5351	5421	101372	103133
L0C04958O	50	5423	5570	103134	105860
L0C04958O	51	5572	5635	105861	107164
L0C04958O	52	5638	5715	107165	108758
L0C04958O	53	5719	5845	108759	111449
L0C04958O	54	5847	5892	111450	112440
L0C04958O	55	5894	6007	112441	114652
L0C04958O	56	6009	6031	114653	115330
L0C04958O	57	6035	6135	115331	117330
L0C04958O	58	6137	6265	117331	120106
L0C04958O	59	6267	6391	120107	122154
L0C04958O	60	6393	6474	122155	124034
L0C04958O	61	6476	6593	124035	126707
L0C04958O	62	6597	6632	126708	127500
L0C04958O	63	6634	6771	127501	129844
L0C04958O	64	6773	6885	129845	132144
L0C04958O	65	6887	6971	132145	134022
L0C04958O	66	6973	7062	134023	136094
L0C04958O	67	7064	7136	136095	137411
L0C04958O	68	7138	7152	137412	137804
L0C04958O	69	7156	7374	137805	141759
L0C04958O	70	7376	7547	141760	144820
L0C04958O	71	7549	7622	144821	146324
L0C04958O	72	7624	7803	146325	150208
L0C04958O	73	7807	8036	150209	154281
L0C04958O	74	8039	8139	154282	156467
L0C04958O	75	8141	8195	156468	157483
L0C04958O	76	8199	8330	157484	159905
L0C04958O	77	8333	8520	159906	160465
L0C04958O	78	8523	8547	160466	161236
L0C04958O	79	8551	8586	161237	162029
L0C04958O	80	8588	8629	162030	163105
L0C04958O	81	8633	8846	163106	167046
L0C04958O	82	8848	8907	167047	167708
L0C04958O	83	8911	9023	167709	170184
L0C04958O	84	9025	9082	170185	171740
L0C04958O	85	9084	9168	171741	173438
L0C04958O	86	9172	9251	173439	174859
L0C04958O	87	9253	9389	174860	177383
L0C04958O	88	9391	9498	177384	179397
L0C04958O	89	9500	9597	179398	181483
L0C04958O	90	9599	9747	181484	184490
L0C04958O	91	9751	9860	184491	186962
L0C04958O	92	9862	10072	186963	191016
L0C04958O	93	10074	10123	191017	192126
L0C04958O	94	10125	10206	192127	193855
L0C04958O	95	10208	10302	193856	195702
L0C04958O	96	10304	10329	195703	196589
L0C04958O	97	10333	10390	196590	198085
L0C04958O	98	10394	10469	198086	199711
L0C04958O	99	10471	10534	199712	200943
L0C04958O	100	10536	10558	200944	201366
L0C04958O	101	10560	10767	201367	202158
L0C04958O	102	10771	10825	202159	203289
L0C04958O	103	10827	10866	203290	204206
L0C04958O	104	10870	10905	204207	205115
L0C04958O	105	10907	11015	205116	207381
L0C04958O	106	11017	11148	207382	209700
L0C04958O	107	11150	11489	209701	216663
L0C04958O	108	11493	11560	216664	218009
L0C04958O	109	11562	11689	218010	220596
L0C04958O	110	11691	11822	220597	223381
L0C04958O	111	11824	11898	223382	224833
L0C04958O	112	11900	12042	224834	227457
L0C04958O	113	12044	12122	227458	229198
L0C04958P	0	1	33	280	855
L0C04958P	1	37	77	856	1535
L0C04958P	2	81	220	1536	3989
L0C04958P	3	223	227	3990	4181
L0C04958P	4	230	256	4182	4586
L0C04958P	5	259	264	4587	4780
L0C04958P	6	267	494	4781	8997
L0C04958P	7	497	497	8998	9178
L0C04958P	8	500	595	9179	10851
L0C04958P	9	598	599	10852	11122
L0C04958P	10	601	654	11123	11939
L0C04958P	11	658	763	11940	13914
L0C04958P	12	766	768	13915	14104
L0C04958P	13	771	771	14105	14288
L0C04958P	14	773	912	14289	16767
L0C04958P	15	915	915	16768	16950
L0C04958P	16	918	918	16951	17134
L0C04958P	17	920	1075	17135	20760
L0C04958P	18	1078	1078	20761	20947
L0C04958P	19	1081	1081	20948	21135
L0C04958P	20	1083	1153	21136	22543
L0C04958P	21	1155	1158	22544	22827
L0C04958P	22	1160	1193	22828	23525
L0C04958P	23	1196	1200	23526	23723
L0C04958P	24	1203	1229	23724	24140
L0C04958P	25	1232	1237	24141	24340
L0C04958P	26	1240	1383	24341	27152
L0C04958P	27	1386	1386	27153	27339
L0C04958P	28	1389	1389	27340	27527
L0C04958P	29	1392	1395	27528	27811
L0C04958P	30	1397	1475	27812	29322
L0C04958P	31	1478	1542	29323	30625
L0C04958P	32	1544	1685	30626	33170
L0C04958P	33	1687	1861	33171	36408
L0C04958P	34	1863	1925	36409	37617
L0C04958P	35	1927	2094	37618	40387
L0C04958P	36	2096	2202	40388	42407
L0C04958P	37	2204	2326	42408	44273
L0C04958P	38	2329	2333	44274	44471
L0C04958P	39	2336	2336	44472	44659
L0C04958P	40	2340	2492	44660	47216
L0C04958P	41	2495	2495	47217	47403
L0C04958P	42	2498	2599	47404	49316
L0C04958P	43	2602	2605	49317	49512
L0C04958P	44	2608	2608	49513	49700
L0C04958P	45	2610	2819	49701	53459
L0C04958P	46	2821	2906	53460	54982
L0C04958P	47	2909	2910	54983	55262
L0C04958P	48	2912	2961	55263	56084
L0C04958P	49	2965	3100	56085	58971
L0C04958P	50	3103	3103	58972	59158
L0C04958P	51	3106	3110	59159	59535
L0C04958P	52	3112	3115	59536	59819
L0C04958P	53	3117	3238	59820	61949
L0C04958P	54	3241	3242	61950	62138
L0C04958P	55	3245	3245	62139	62326
L0C04958P	56	3247	3363	62327	64909
L0C04958P	57	3365	3368	64910	65193
L0C04958P	58	3370	3548	65194	68891
L0C04958P	59	3550	3553	68892	69175
L0C04958P	60	3555	3759	69176	72664
L0C04958P	61	3762	3763	72665	72853
L0C04958P	62	3766	3766	72854	73041
L0C04958P	63	3768	3942	73042	76184
L0C04958P	64	3945	4131	76185	79351
L0C04958P	65	4133	4286	79352	81832
L0C04958P	66	4289	4290	81833	82021
L0C04958P	67	4293	4293	82022	82209
L0C04958P	68	4295	4411	82210	84157
L0C04958P	69	4414	4415	84158	84346
L0C04958P	70	4418	4418	84347	84534
L0C04958P	71	4420	4607	84535	87612
L0C04958P	72	4610	4611	87613	87801
L0C04958P	73	4614	4688	87802	89300
L0C04958P	74	4690	4846	89301	91687
L0C04958P	75	4849	4850	91688	91876
L0C04958P	76	4853	4853	91877	92064
L0C04958P	77	4855	4984	92065	94300
L0C04958P	78	4987	4988	94301	94489
L0C04958P	79	4991	4991	94490	94677
L0C04958P	80	4994	5165	94678	97830
L0C04958P	81	5168	5169	97831	98019
L0C04958P	82	5172	5172	98020	98207
L0C04958P	83	5174	5256	98208	99362
L0C04958P	84	5259	5260	99363	99551
L0C04958P	85	5263	5263	99552	99739
L0C04958P	86	5265	5404	99740	102095
L0C04958P	87	5407	5436	102096	102610
L0C04958P	88	5440	5551	102611	104278
L0C04958P	89	5553	5697	104279	106819
L0C04958P	90	5700	5703	106820	107015
L0C04958P	91	5706	5706	107016	107203
L0C04958P	92	5708	5868	107204	109688
L0C04958P	93	5871	5872	109689	109877
L0C04958P	94	5875	5875	109878	110065
L0C04958P	95	5877	5989	110066	112002
L0C04958P	96	5992	5993	112003	112191
L0C04958P	97	5996	5996	112192	112379
L0C04958P	98	5998	6215	112380	116520
L0C04958P	99	6217	6301	116521	118041
L0C04958P	100	6304	6305	118042	118324
L0C04958P	101	6307	6366	118325	119351
L0C04958P	102	6370	6442	119352	120861
L0C04958P	103	6445	6447	120862	121057
L0C04958P	104	6450	6517	121058	122557
L0C04958P	105	6519	6587	122558	123608
L0C04958P	106	6590	6590	123609	123797
L0C04958P	107	6593	6661	123798	125299
L0C04958P	108	6663	6693	125300	126000
L0C04958P	109	6696	6714	126001	126315
L0C04958P	110	6717	6719	126316	126508
L0C04958P	111	6722	6722	126509	126697
L0C04958P	112	6725	6859	126698	129431
L0C04958P	113	6862	6862	129432	129620
L0C04958P	114	6865	6869	129621	130001
L0C04958P	115	6871	6874	130002	130288
L0C04958P	116	6877	6895	130289	130694
L0C04958P	117	6898	6911	130695	130999
L0C04958P	118	6914	7001	131000	132267
L0C04958P	119	7004	7005	132268	132458
L0C04958P	120	7008	7008	132459	132648
L0C04958P	121	7010	7090	132649	134083
L0C04958P	122	7093	7093	134084	134272
L0C04958P	123	7096	7211	134273	136326
L0C04958P	124	7214	7215	136327	136517
L0C04958P	125	7218	7222	136518	136898
L0C04958P	126	7224	7226	136899	137183
L0C04958P	127	7228	7356	137184	139447
L0C04958P	128	7359	7474	139448	141224
L0C04958P	129	7476	7693	141225	144848
L0C04958P	130	7695	7780	144849	146299
L0C04958P	131	7783	7784	146300	146490
L0C04958P	132	7787	7877	146491	148218
L0C04958P	133	7879	8200	148219	154147
L0C04958P	134	8203	8204	154148	154430
L0C04958P	135	8206	8260	154431	155267
L0C04958P	136	8264	8442	155268	157997
L0C04958P	137	8444	8615	157998	160978
L0C04958P	138	8618	8620	160979	161174
L0C04958P	139	8623	8623	161175	161364
L0C04958P	140	8626	8769	161365	164019
