q1	q2	similarity
P108	Q3966286	0.0
P108	Q4	0.0
P108	Q4006	0.29063700415000004
P108	Q41176	0.01815209055
P108	Q41291	0.01367183785
P108	Q41487	0.0
P108	Q42240	0.0
P108	Q42889	0.01615916285
P108	Q42918	0.0
P108	Q43109	0.15234024640000002
P108	Q43193	0.013186849550000001
P108	Q43229	0.0
P108	Q4389307	0.012678847449999999
P108	Q452440	0.0
P108	Q45382	0.053996559750000006
P108	Q464643	0.05070411265
P108	Q466704	0.01205169435
P108	Q467011	0.0
P108	Q46737	0.0
P108	Q47064	0.0
P108	Q47461344	0.0207433274
P108	Q47988	0.1463345252
P108	Q481609	0.0
P108	Q4830453	0.0541090801
P108	Q48352	0.0
P108	Q483610	0.0
P108	Q484000	0.01276318745
P108	Q484652	0.0
P108	Q4936952	0.0173699587
P108	Q50384157	0.0
P108	Q5107	0.012992563799999999
P108	Q515	0.0443456527
P108	Q51591359	0.0
P108	Q52161698	0.0
P108	Q52947181	0.0
P108	Q532	0.051437450649999994
P108	Q53706	0.0530046719
P108	Q545861	0.05142208425
P108	Q55488	0.01549881145
P108	Q55942755	0.02957961865
P108	Q56061	0.053233665799999996
P108	Q5638	0.01356438905
P108	Q567303	0.0
P108	Q574258	0.0
P108	Q57699905	0.054682094599999995
P108	Q60528603	0.0
P108	Q61509	0.0634994488
P108	Q621695	0.0
P108	Q62447	0.0153609159
P108	Q6256	0.0437970928
P108	Q637703	0.013270576499999999
P108	Q64418	0.013984787549999999
P108	Q649416	0.0
P108	Q6498663	0.0
P108	Q65560376	0.035843819400000004
P108	Q6657015	0.013802522800000001
P108	Q66869562	0.010093627749999999
P108	Q690140	0.0
P108	Q693464	0.014211120050000001
P108	Q702269	0.0
P108	Q702492	0.04764624045
P108	Q707482	0.159480861
P108	Q7188	0.0
P108	Q7210356	0.0
P108	Q7278	0.044951847749999996
P108	Q728	0.0152284244
P108	Q72857065	0.0
P108	Q729	0.0
P108	Q732717	0.0
P108	Q74948922	0.0
P108	Q756	0.0
P108	Q7685924	0.0
P108	Q7748	0.0722597701
P108	Q783794	0.0
P108	Q79007	0.04761613455
P108	Q791801	0.0
P108	Q7942161	0.0321221563
P108	Q8016240	0.15391130085000002
P108	Q808	0.0350201138
P108	Q809910	0.011516839849999998
P108	Q81103	0.01296291845
P108	Q811430	0.01969456185
P108	Q811979	0.019202783499999997
P108	Q815758	0.03323658725
P108	Q81715	0.012381016750000001
P108	Q8205328	0.02146488345
P108	Q82069695	0.0303490072
P108	Q8242560	0.0
P108	Q826745	0.0
P108	Q82794	0.0
P108	Q82955	0.0
P108	Q83267	0.06029784775
P108	Q83307	0.0
P108	Q83620	0.0484987212
P108	Q8386	0.0155028257
P108	Q841236	0.1443363606
P108	Q8473	0.0
P108	Q870	0.038643198700000006
P108	Q88871664	0.014688232399999999
P108	Q891854	0.1377148182
P108	Q901	0.0
P108	Q905151	0.01263067575
P108	Q913345	0.0107974432
P108	Q9150205	0.0111799847
P108	Q9352089	0.0
P108	Q937228	0.0576361806
P108	Q974850	0.01281504625
P108	Q98398200	0.0
P108	Q988108	0.04675523375
P1107	P108	0.35305372675
P1107	P1114	0.52678461605
P1107	P1552	0.6482297482
P1107	P17	0.5235672336
P1107	P276	0.51210701395
P1107	P39	0.35305372675
P1107	Q10876	0.0
P1107	Q11563	0.0488550198
P1107	Q12136	0.04023072745
P1107	Q1339847	0.03474187165
P1107	Q15621286	0.0200446373
P1107	Q1595418	0.03265116825
P1107	Q17781833	0.0
P1107	Q215627	0.0
P1107	Q216353	0.0735870311
P1107	Q3739104	0.03217452915
P1107	Q41176	0.0176822783
P1107	Q42240	0.0
P1107	Q43229	0.0
P1107	Q515	0.04319480555
P1107	Q567303	0.0
P1107	Q6256	0.0419096376
P1107	Q65560376	0.03482856195
P1107	Q6657015	0.013236264300000002
P1107	Q791801	0.0
P1107	Q82069695	0.0300385118
P1107	Q901	0.0
P1107	Q937228	0.05566451495
P1114	P108	0.3899029269
P1114	P1107	0.52678461605
P1114	P112	0.40391029355
P1114	P1336	0.35668335725
P1114	P1387	0.40216376265
P1114	P1416	0.4182495962
P1114	P1552	0.68257191695
P1114	P159	0.40391029355
P1114	P17	0.63925374705
P1114	P172	0.4052679532
P1114	P2067	0.3497428307
P1114	P27	0.6820217162
P1114	P276	0.6194768957500001
P1114	P3342	0.43318769235
P1114	P35	0.3773158877
P1114	P355	0.36264534485
P1114	P361	0.6293660277500001
P1114	P3828	0.6901527003500001
P1114	P39	0.3899029269
P1114	P463	0.40044336105
P1114	P488	0.40391029355
P1114	P551	0.36502590795
P1114	P6	0.3773158877
P1114	P859	0.33349026425
P1114	Q1021645	0.044977091999999996
P1114	Q10273457	0.0
P1114	Q1048835	0.0
P1114	Q10553309	0.0
P1114	Q1058795	0.013130561550000001
P1114	Q107711	0.0
P1114	Q10876	0.0
P1114	Q1092499	0.0
P1114	Q11024	0.071832964
P1114	Q11028	0.1097046154
P1114	Q11398090	0.0
P1114	Q11436	0.0149489865
P1114	Q11446	0.01580273455
P1114	Q1145328	0.030010101150000003
P1114	Q11499147	0.0
P1114	Q11499267	0.0355682346
P1114	Q11563	0.05477038645
P1114	Q1174599	0.0
P1114	Q11822042	0.0410764744
P1114	Q1184840	0.0147990759
P1114	Q1194773	0.01444726945
P1114	Q11974939	0.044766025949999996
P1114	Q12136	0.040715836400000004
P1114	Q121998	0.0399017416
P1114	Q12280	0.043821844299999996
P1114	Q1229765	0.015885149299999998
P1114	Q123705	0.04938908065
P1114	Q1244442	0.0152411174
P1114	Q124757	0.0
P1114	Q1251441	0.0
P1114	Q12518	0.01574505395
P1114	Q127197	0.0132750701
P1114	Q127771	0.01322265065
P1114	Q12796	0.01400527435
P1114	Q12876	0.037704434749999995
P1114	Q12909644	0.042599932199999996
P1114	Q1292279	0.05444949565
P1114	Q1307347	0.0562470976
P1114	Q131257	0.01621112995
P1114	Q132050	0.0631530677
P1114	Q13226383	0.0198437747
P1114	Q13235160	0.0
P1114	Q1333024	0.014884365850000001
P1114	Q1339847	0.039165866300000005
P1114	Q13402009	0.040923574500000004
P1114	Q134808	0.01286588215
P1114	Q1351647	0.0
P1114	Q1355821	0.0
P1114	Q1360677	0.0
P1114	Q1368	0.014697783950000001
P1114	Q1399332	0.0
P1114	Q1403016	0.0
P1114	Q1414937	0.0
P1114	Q1420	0.01455426455
P1114	Q1445518	0.0128003043
P1114	Q1454723	0.1258044298
P1114	Q14660	0.1765351681
P1114	Q15265344	0.0162426228
P1114	Q15290	0.0543673821
P1114	Q153936	0.0
P1114	Q15401930	0.0225937468
P1114	Q15618781	0.0155060237
P1114	Q15621286	0.02203025705
P1114	Q1566976	0.01317943935
P1114	Q15911314	0.0
P1114	Q1595418	0.0337545113
P1114	Q161524	0.0143256772
P1114	Q16189212	0.052619927450000006
P1114	Q16334295	0.0
P1114	Q16515105	0.0
P1114	Q165950	0.05269917585
P1114	Q166231	0.0345125344
P1114	Q1663054	0.0
P1114	Q16678266	0.0
P1114	Q16686022	0.02092825545
P1114	Q167037	0.0
P1114	Q167096	0.01042608075
P1114	Q1673189	0.0
P1114	Q16831714	0.01528519515
P1114	Q168983	0.0387423298
P1114	Q169872	0.03989191195
P1114	Q170173	0.0129100799
P1114	Q17149090	0.0
P1114	Q1717246	0.0
P1114	Q17200001	0.0
P1114	Q17221	0.0
P1114	Q17334923	0.0
P1114	Q174583	0.013198463649999999
P1114	Q174782	0.0420160673
P1114	Q175111	0.034001084449999996
P1114	Q175331	0.0
P1114	Q1760704	0.0
P1114	Q177597	0.0146283653
P1114	Q177719	0.0
P1114	Q17781833	0.0
P1114	Q178197	0.0
P1114	Q178561	0.041406449299999995
P1114	Q1788992	0.0
P1114	Q179057	0.04051184085
P1114	Q179661	0.059009873350000006
P1114	Q184613	0.0125854791
P1114	Q185785	0.0141978972
P1114	Q18643213	0.01690342595
P1114	Q18691599	0.01691311035
P1114	Q187939	0.0
P1114	Q188869	0.0
P1114	Q189290	0.0
P1114	Q189760	0.1828105552
P1114	Q190512	0.0102794629
P1114	Q192283	0.058580181099999996
P1114	Q19267880	0.01248962565
P1114	Q192852	0.0
P1114	Q192995	0.0
P1114	Q1930187	0.0
P1114	Q193078	0.0370763306
P1114	Q193181	0.0
P1114	Q1933595	0.0516086449
P1114	Q193432	0.0
P1114	Q19357312	0.14764162155
P1114	Q19571328	0.0
P1114	Q1964968	0.1412097794
P1114	Q19772737	0.0
P1114	Q19799	0.012277656049999999
P1114	Q201948	0.0
P1114	Q2057971	0.04190387035
P1114	Q205895	0.01810436465
P1114	Q208281	0.0125600792
P1114	Q208383	0.033988991249999996
P1114	Q21004260	0.0
P1114	Q210603	0.0
P1114	Q21170798	0.0
P1114	Q213441	0.015403566450000001
P1114	Q215627	0.0
P1114	Q216353	0.08037049555
P1114	Q21651837	0.0
P1114	Q2221906	0.056582723749999994
P1114	Q222405	0.01430318045
P1114	Q22445448	0.09188234905
P1114	Q2252077	0.0
P1114	Q22667	0.0399332895
P1114	Q2285706	0.0
P1114	Q23700466	0.0
P1114	Q2380335	0.03731218185
P1114	Q23841	0.0
P1114	Q243249	0.0119457328
P1114	Q245065	0.0
P1114	Q24887418	0.0
P1114	Q249556	0.041477533100000005
P1114	Q26398	0.0514798977
P1114	Q26540	0.0141519479
P1114	Q2671652	0.0
P1114	Q269949	0.0392980261
P1114	Q27096213	0.0
P1114	Q27096235	0.0213733031
P1114	Q2727213	0.054820431600000004
P1114	Q272730	0.0
P1114	Q2742167	0.06313421845
P1114	Q2826767	0.0
P1114	Q2827815	0.03584301465
P1114	Q2855502	0.0
P1114	Q2875704	0.01415352285
P1114	Q28777323	0.03721750825
P1114	Q2916183	0.0
P1114	Q30185	0.06859903465
P1114	Q3075355	0.0
P1114	Q319608	0.16523565950000002
P1114	Q3216918	0.0128680155
P1114	Q321839	0.0694272592
P1114	Q3237993	0.03363385225
P1114	Q3241045	0.0632512403
P1114	Q3265221	0.03992583805
P1114	Q327000	0.1809812107
P1114	Q327245	0.0
P1114	Q327333	0.0
P1114	Q327541	0.0532473183
P1114	Q335778	0.015333807049999999
P1114	Q3406566	0.054974203150000005
P1114	Q34486	0.0131685964
P1114	Q3537603	0.0429843031
P1114	Q35872	0.014224448150000001
P1114	Q3625549	0.0
P1114	Q3639228	0.01263085205
P1114	Q3739104	0.0340510749
P1114	Q3769366	0.0
P1114	Q384593	0.0
P1114	Q3914	0.01718454875
P1114	Q392326	0.012432266150000001
P1114	Q39397	0.01268223025
P1114	Q3947	0.0170871743
P1114	Q3966286	0.0
P1114	Q4	0.0
P1114	Q4006	0.2928934991
P1114	Q41176	0.0185259708
P1114	Q41291	0.01388821405
P1114	Q41487	0.0
P1114	Q42240	0.0
P1114	Q42889	0.0164085428
P1114	Q42918	0.0
P1114	Q43109	0.15374833770000002
P1114	Q43193	0.0133995617
P1114	Q43229	0.0
P1114	Q4389307	0.012982007899999998
P1114	Q452440	0.0
P1114	Q45382	0.054408905800000004
P1114	Q464643	0.0511047548
P1114	Q466704	0.0121331121
P1114	Q467011	0.0
P1114	Q46737	0.0
P1114	Q47064	0.0
P1114	Q47461344	0.02164378695
P1114	Q47988	0.1479124774
P1114	Q481609	0.0
P1114	Q4830453	0.0563799811
P1114	Q48352	0.0
P1114	Q483610	0.0
P1114	Q484000	0.01291872695
P1114	Q484652	0.0
P1114	Q4936952	0.01760384665
P1114	Q50384157	0.0
P1114	Q5107	0.01337804905
P1114	Q515	0.04519576265
P1114	Q51591359	0.0
P1114	Q52161698	0.0
P1114	Q532	0.052514553549999995
P1114	Q53706	0.0534374372
P1114	Q545861	0.052264442599999995
P1114	Q55488	0.01565987035
P1114	Q55942755	0.0297023992
P1114	Q56061	0.054527804799999996
P1114	Q5638	0.013755631
P1114	Q567303	0.0
P1114	Q574258	0.0
P1114	Q60528603	0.0
P1114	Q621695	0.0
P1114	Q62447	0.015596140299999998
P1114	Q6256	0.045314773899999994
P1114	Q637703	0.0139159687
P1114	Q64418	0.014280706649999999
P1114	Q649416	0.0
P1114	Q6498663	0.0
P1114	Q65560376	0.036580401
P1114	Q6657015	0.01427045465
P1114	Q693464	0.0143974435
P1114	Q702269	0.0
P1114	Q702492	0.0489925009
P1114	Q707482	0.16196010445
P1114	Q7188	0.0
P1114	Q7210356	0.0
P1114	Q7278	0.04617398055
P1114	Q728	0.0156668901
P1114	Q72857065	0.0
P1114	Q729	0.0
P1114	Q732717	0.0
P1114	Q74948922	0.0
P1114	Q756	0.0
P1114	Q7685924	0.0
P1114	Q7748	0.07492636855
P1114	Q783794	0.0
P1114	Q79007	0.0481542566
P1114	Q791801	0.0
P1114	Q7942161	0.03257540585
P1114	Q8016240	0.15516736075
P1114	Q808	0.03533870575
P1114	Q809910	0.01176270565
P1114	Q81103	0.0131424458
P1114	Q811430	0.0204362334
P1114	Q811979	0.0197490897
P1114	Q815758	0.03362269065
P1114	Q81715	0.0127193861
P1114	Q8205328	0.022477520900000002
P1114	Q82069695	0.03054860935
P1114	Q8242560	0.0
P1114	Q826745	0.0
P1114	Q82794	0.0
P1114	Q82955	0.0
P1114	Q83267	0.06087778605
P1114	Q83307	0.0
P1114	Q83620	0.04908679935
P1114	Q8386	0.01607290085
P1114	Q841236	0.14638611935
P1114	Q8473	0.0
P1114	Q870	0.0389359603
P1114	Q88871664	0.0151438632
P1114	Q891854	0.1380944612
P1114	Q901	0.0
P1114	Q905151	0.01313770655
P1114	Q913345	0.01092579315
P1114	Q9150205	0.0113882655
P1114	Q9352089	0.0
P1114	Q937228	0.059235441
P1114	Q974850	0.01291607855
P1114	Q98398200	0.0
P1114	Q988108	0.0478472088
P127	P1416	0.5326658575
P127	P1552	0.354334799
P127	P276	0.33452324495
P127	P3342	0.4837998939
P127	P39	0.49915310235
P127	P488	0.61848641675
P127	P6	0.57706359675
P127	Q11024	0.07027843995
P127	Q11028	0.09614865855
P127	Q11974939	0.043938964
P127	Q12136	0.0403496558
P127	Q15621286	0.02039868585
P127	Q1595418	0.032907555
P127	Q16334295	0.0
P127	Q169872	0.039357172749999995
P127	Q1717246	0.0
P127	Q179661	0.05763610435
P127	Q193078	0.036591332
P127	Q215627	0.0
P127	Q216353	0.0749896992
P127	Q22445448	0.08119193075
P127	Q24060765	0.0134126714
P127	Q26398	0.0499069371
P127	Q30185	0.0671698609
P127	Q3739104	0.03258976075
P127	Q41176	0.01785713425
P127	Q42240	0.0
P127	Q43229	0.0
P127	Q47461344	0.020123298
P127	Q484652	0.0
P127	Q515	0.04363452855
P127	Q567303	0.0
P127	Q6256	0.042609581
P127	Q6657015	0.01344427095
P127	Q690140	0.0
P127	Q791801	0.0
P127	Q901	0.0
P127	Q937228	0.0563934721
P1416	P108	0.5662340685
P1416	P1114	0.4182495962
P1416	P127	0.5326658575
P1416	P1478	0.3955797873
P1416	P1552	0.38500333165
P1416	P159	0.59546499135
P1416	P17	0.36376898525
P1416	P27	0.54428210265
P1416	P276	0.3541567497
P1416	P3342	0.5660843020499999
P1416	P35	0.5401749676000001
P1416	P355	0.510047621
P1416	P3828	0.3887450789
P1416	P39	0.5662340685
P1416	P463	0.5882072626999999
P1416	P488	0.59546499135
P1416	P551	0.5149185207
P1416	P6	0.5401749676000001
P1416	Q10553309	0.0
P1416	Q107711	0.0
P1416	Q11024	0.07214549484999999
P1416	Q11028	0.11358368085000001
P1416	Q11398090	0.0
P1416	Q11563	0.05604359055
P1416	Q11974939	0.04493381295
P1416	Q12136	0.0407856658
P1416	Q1339847	0.0400472777
P1416	Q134808	0.0129291805
P1416	Q1472062	0.0
P1416	Q15265344	0.0164209019
P1416	Q15290	0.05500525395
P1416	Q15401930	0.02310368195
P1416	Q15621286	0.022490985600000003
P1416	Q1595418	0.03392671635
P1416	Q161524	0.0145464124
P1416	Q16334295	0.0
P1416	Q166231	0.034565432050000004
P1416	Q1663054	0.0
P1416	Q16686022	0.02136663505
P1416	Q169872	0.03999652785
P1416	Q1717246	0.0
P1416	Q17221	0.0
P1416	Q17781833	0.0
P1416	Q179661	0.05928316025
P1416	Q189290	0.0
P1416	Q192283	0.0589631682
P1416	Q1930187	0.0
P1416	Q193078	0.03717054615
P1416	Q21170798	0.0
P1416	Q215627	0.0
P1416	Q216353	0.0816316928
P1416	Q22445448	0.0947605174
P1416	Q2285706	0.0
P1416	Q23841	0.0
P1416	Q24060765	0.013987914099999998
P1416	Q26398	0.051796465300000004
P1416	Q27096213	0.0
P1416	Q27096235	0.02179977345
P1416	Q2826767	0.0
P1416	Q30185	0.0688842855
P1416	Q3030248	0.0
P1416	Q3241045	0.06363314910000001
P1416	Q3265221	0.040190873550000006
P1416	Q327333	0.0
P1416	Q34394	0.0693844403
P1416	Q3739104	0.0343663094
P1416	Q41176	0.018682296799999998
P1416	Q42240	0.0
P1416	Q43229	0.0
P1416	Q47461344	0.02206530925
P1416	Q484652	0.0
P1416	Q4936952	0.01769762655
P1416	Q515	0.04553538465
P1416	Q567303	0.0
P1416	Q60528603	0.0
P1416	Q61509	0.0655806486
P1416	Q6256	0.0459535011
P1416	Q6657015	0.0144708591
P1416	Q66869562	0.010119739249999999
P1416	Q690140	0.0
P1416	Q7278	0.04667746865
P1416	Q728	0.0158533175
P1416	Q72857065	0.0
P1416	Q729	0.0
P1416	Q791801	0.0
P1416	Q82069695	0.0306223326
P1416	Q8242560	0.0
P1416	Q82955	0.0
P1416	Q83307	0.0
P1416	Q8473	0.0
P1416	Q901	0.0
P1416	Q937228	0.0599122356
P1478	P108	0.37367507850000004
P1478	P112	0.38461673395
P1478	P1336	0.3467635009
P1478	P1387	0.3832651416
P1478	P1416	0.3955797873
P1478	P1552	0.3654413892
P1478	P159	0.38461673395
P1478	P17	0.34936377865
P1478	P172	0.3856649219
P1478	P2067	0.34096256195
P1478	P27	0.36524025235
P1478	P276	0.51066849315
P1478	P3342	0.40675289459999997
P1478	P35	0.36364078235
P1478	P355	0.35169630500000004
P1478	P361	0.34562397945
P1478	P3828	0.3682047944
P1478	P39	0.37367507850000004
P1478	P463	0.38193026500000005
P1478	P488	0.38461673395
P1478	P511	0.37367507850000004
P1478	P551	0.3536531027
P1478	P6	0.36364078235
P1478	P859	0.4873086638
P1478	Q1021645	0.0441508599
P1478	Q10273457	0.0
P1478	Q1048835	0.0
P1478	Q10553309	0.0
P1478	Q107711	0.0
P1478	Q10876	0.0
P1478	Q1092499	0.0
P1478	Q11024	0.0709857275
P1478	Q11028	0.10137832575
P1478	Q11398090	0.0
P1478	Q11436	0.01473672445
P1478	Q11446	0.0156104409
P1478	Q1145328	0.029805871400000003
P1478	Q11499147	0.0
P1478	Q11499267	0.034975759349999996
P1478	Q11563	0.0518876226
P1478	Q1174599	0.0
P1478	Q11822042	0.040458885550000004
P1478	Q1184840	0.014524844
P1478	Q1194773	0.0141920956
P1478	Q11974939	0.044313724549999996
P1478	Q12136	0.040520283500000004
P1478	Q121998	0.0396360171
P1478	Q12280	0.0432572906
P1478	Q1229765	0.01568654465
P1478	Q123705	0.0482280439
P1478	Q1244442	0.01490323
P1478	Q124757	0.0
P1478	Q1251441	0.0
P1478	Q12518	0.0154022495
P1478	Q127197	0.013072831949999999
P1478	Q127771	0.0131193522
P1478	Q12796	0.0138033584
P1478	Q12876	0.037300335149999995
P1478	Q12909644	0.0413492357
P1478	Q1292279	0.05409414445
P1478	Q1307347	0.05601206205
P1478	Q131257	0.0157312939
P1478	Q132050	0.0623685143
P1478	Q13226383	0.0192548291
P1478	Q13235160	0.0
P1478	Q1333024	0.01439893125
P1478	Q1339847	0.0370805585
P1478	Q13402009	0.0400587326
P1478	Q134808	0.01269877655
P1478	Q1351647	0.0
P1478	Q1355821	0.0
P1478	Q1360677	0.0
P1478	Q1368	0.0144617334
P1478	Q1399332	0.0
P1478	Q1403016	0.0
P1478	Q1414937	0.0
P1478	Q1420	0.0143279703
P1478	Q1445518	0.01266742575
P1478	Q1454723	0.12434215865
P1478	Q14660	0.1726386237
P1478	Q1472062	0.0
P1478	Q15265344	0.01580916605
P1478	Q15290	0.05271015465
P1478	Q153936	0.0
P1478	Q15401930	0.021505647500000002
P1478	Q15618781	0.0152264959
P1478	Q15621286	0.0210321152
P1478	Q1566976	0.01288278715
P1478	Q15911314	0.0
P1478	Q1595418	0.0332909427
P1478	Q161524	0.013800737
P1478	Q16189212	0.05128748925
P1478	Q16334295	0.0
P1478	Q16515105	0.0
P1478	Q165950	0.0521530249
P1478	Q166231	0.034363037250000006
P1478	Q1663054	0.0
P1478	Q16678266	0.0
P1478	Q16686022	0.01997165075
P1478	Q167037	0.0
P1478	Q167096	0.01036171685
P1478	Q1673189	0.0
P1478	Q16831714	0.01503327705
P1478	Q168983	0.03827181055
P1478	Q169872	0.039603491549999995
P1478	Q170173	0.01279145125
P1478	Q17149090	0.0
P1478	Q1717246	0.0
P1478	Q17200001	0.0
P1478	Q17221	0.0
P1478	Q17334923	0.0
P1478	Q174583	0.012855075
P1478	Q174782	0.04149943985
P1478	Q175111	0.0332925995
P1478	Q175331	0.0
P1478	Q1760704	0.0
P1478	Q177597	0.01446522955
P1478	Q177719	0.0
P1478	Q17781833	0.0
P1478	Q178197	0.0
P1478	Q178561	0.040987031849999994
P1478	Q1788992	0.0
P1478	Q179057	0.03987235965
P1478	Q179661	0.0582641525
P1478	Q184613	0.01238036585
P1478	Q185785	0.01392989265
P1478	Q18643213	0.0162725496
P1478	Q18691599	0.0163935498
P1478	Q187939	0.0
P1478	Q188869	0.0
