?is_assertion_negated	?subject_metatype	?subject	?is_subject_negated	?predicate	?object_metatype	?object	?is_object_negated	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
NotNegated	Event	cluster-NILV30031	NotNegated	A1_ppt_patient_thing_destroyed	Entity	cluster-NILE30027	NotNegated	L0C04960U:L0C049DTH:(2908,0)-(2920,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30031	NotNegated	A2_mnr_instrument_instrument_of_destruction	Entity	cluster-NILE30028	NotNegated	L0C04960U:L0C049DTH:(2863,0)-(2869,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30031	NotNegated	A2_mnr_instrument_instrument_of_destruction	Entity	cluster-NILE30028	NotNegated	L0C04960U:L0C049DTH:(2897,0)-(2904,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30032	NotNegated	A0_pag_agent_agent	Entity	cluster-NILE30028	NotNegated	L0C04960U:L0C049DTH:(2971,0)-(2985,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30032	NotNegated	A0_pag_agent_agent	Entity	cluster-NILE30028	NotNegated	L0C04960U:L0C049DTH:(2987,0)-(3005,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30032	NotNegated	A1_ppt_theme_theme	Entity	cluster-NILE30047	NotNegated	L0C04960U:L0C049DTH:(2987,0)-(3005,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30032	NotNegated	A1_ppt_theme_theme	Entity	cluster-NILE30047	NotNegated	L0C04960U:L0C049DTH:(3007,0)-(3014,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30032	NotNegated	A1_ppt_theme_theme	Entity	cluster-NILE30048	NotNegated	L0C04960U:L0C049DTH:(2987,0)-(3005,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30032	NotNegated	A1_ppt_theme_theme	Entity	cluster-NILE30048	NotNegated	L0C04960U:L0C049DTH:(3025,0)-(3060,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30033	NotNegated	A2_ppt_theme_infectant	Entity	cluster-NILE30037	NotNegated	L0C04960U:L0C049DTH:(1547,0)-(1552,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30033	NotNegated	A2_ppt_theme_infectant	Entity	cluster-NILE30037	NotNegated	L0C04960U:L0C049DTH:(1577,0)-(1587,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30034	NotNegated	A1_ppt__sick/ill_one	Entity	cluster-NILE30038	NotNegated	L0C04960U:L0C049DTH:(903,0)-(945,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30034	NotNegated	A1_ppt__sick/ill_one	Entity	cluster-NILE30038	NotNegated	L0C04960U:L0C049DTH:(975,0)-(990,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30034	NotNegated	A2_cau__cause_or_disease	Entity	cluster-NILE30039	NotNegated	L0C04960U:L0C049DTH:(975,0)-(990,0)	"1.0"	"1.0"
NotNegated	Event	cluster-NILV30034	NotNegated	A2_cau__cause_or_disease	Entity	cluster-NILE30039	NotNegated	L0C04960U:L0C049DTH:(992,0)-(1007,0)	"1.0"	"1.0"
