?cluster	?metatype	?type	?mention_span	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
cluster-NILE22245	Entity	VEH.Aircraft.Drone	IC001ZTKF:IC002312Y:(2746,0)-(2757,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22245	Entity	VEH.Aircraft.Drone	IC001ZTKF:IC002312Y:(869,0)-(912,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22245	Entity	VEH.Aircraft.Drone	IC001ZTKF:IC002312Y:(915,0)-(917,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22247	Entity	VEH.Aircraft.Drone	IC001ZTKF:IC002312Y:(926,0)-(931,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22248	Entity	VEH.Aircraft.Drone	IC001ZTKF:IC002312Y:(956,0)-(961,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1079,0)-(1082,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1214,0)-(1214,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1296,0)-(1301,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1365,0)-(1370,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1508,0)-(1527,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(188,0)-(220,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(206,0)-(220,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(263,0)-(277,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(2700,0)-(2709,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(2888,0)-(2897,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(298,0)-(300,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(3072,0)-(3077,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(414,0)-(422,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22249	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(661,0)-(674,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22250	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1246,0)-(1283,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22250	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1265,0)-(1283,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22250	Entity	PER.Politician.HeadOfGovernment	IC001ZTKF:IC002312Y:(1436,0)-(1453,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22251	Entity	PER.Police	IC001ZTKF:IC002312Y:(2827,0)-(2839,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22251	Entity	PER.Police	IC001ZTKF:IC002312Y:(2843,0)-(2867,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22251	Entity	PER.Police	IC001ZTKF:IC002312Y:(2919,0)-(2920,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22251	Entity	PER.Police	IC001ZTKF:IC002312Y:(3011,0)-(3016,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22252	Entity	VAL.Number.Number	IC001ZTKF:IC002312Y:(765,0)-(767,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22252	Entity	VAL.Number.Number	IC001ZTKF:IC002312Y:(869,0)-(872,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22253	Entity	VAL.Number.Number	IC001ZTKF:IC002312Y:(587,0)-(590,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22254	Entity	VAL.Number.Number	IC001ZTKF:IC002312Y:(833,0)-(833,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22255	Entity	VAL.Number.Number	IC001ZTKF:IC002312Y:(1607,0)-(1611,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22256	Entity	VAL.Number.Number	IC001ZTKF:IC002312Y:(1838,0)-(1842,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22257	Entity	ORG.PoliticalOrganization.Party	IC001ZTKF:IC002312Y:(1158,0)-(1211,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22258	Entity	ORG.PoliticalOrganization.Party	IC001ZTKF:IC002312Y:(1102,0)-(1107,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22258	Entity	ORG.PoliticalOrganization.Party	IC001ZTKF:IC002312Y:(1113,0)-(1145,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22259	Entity	GPE.ProvinceState.ProvinceState	IC001ZTKF:IC002312Y:(2014,0)-(2020,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22260	Entity	PER.Combatant.Sniper	IC001ZTKF:IC002312Y:(2770,0)-(2779,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22261	Entity	FAC.Way.Street	IC001ZTKF:IC002312Y:(967,0)-(983,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22262	Entity	FAC.Building	IC001ZTKF:IC002312Y:(651,0)-(657,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22262	Entity	FAC.Structure	IC001ZTKF:IC002312Y:(391,0)-(397,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22262	Entity	FAC.Structure	IC001ZTKF:IC002312Y:(400,0)-(402,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22263	Entity	FAC.Structure	IC001ZTKF:IC002312Y:(946,0)-(953,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22264	Entity	ORG.Government	IC001ZTKF:IC002312Y:(234,0)-(247,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22265	Entity	ORG.CommercialOrganization	IC001ZTKF:IC002312Y:(1592,0)-(1603,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22266	Entity	ORG.Government	IC001ZTKF:IC002312Y:(1918,0)-(1933,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22267	Entity	ORG.Government	IC001ZTKF:IC002312Y:(2493,0)-(2506,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22268	Entity	PER.MilitaryPersonnel	IC001ZTKF:IC002312Y:(510,0)-(533,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22268	Entity	PER.MilitaryPersonnel	IC001ZTKF:IC002312Y:(74,0)-(94,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22268	Entity	PER.MilitaryPersonnel	IC001ZTKF:IC002312Y:(803,0)-(809,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22269	Entity	PER.MilitaryPersonnel	IC001ZTKF:IC002312Y:(833,0)-(844,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22270	Entity	PER	IC001ZTKF:IC002312Y:(433,0)-(443,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22270	Entity	PER	IC001ZTKF:IC002312Y:(685,0)-(692,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22271	Entity	PER.ProfessionalPosition	IC001ZTKF:IC002312Y:(447,0)-(473,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22272	Entity	PER.Police	IC001ZTKF:IC002312Y:(1607,0)-(1623,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22273	Entity	PER.MilitaryPersonnel	IC001ZTKF:IC002312Y:(1627,0)-(1643,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22274	Entity	PER.Combatant	IC001ZTKF:IC002312Y:(1838,0)-(1854,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22275	Entity	PER.Combatant	IC001ZTKF:IC002312Y:(2612,0)-(2615,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22275	Entity	PER.Combatant	IC001ZTKF:IC002312Y:(2617,0)-(2659,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22275	Entity	PER.Combatant	IC001ZTKF:IC002312Y:(2674,0)-(2681,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22275	Entity	PER.Combatant	IC001ZTKF:IC002312Y:(2783,0)-(2799,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22275	Entity	PER.Combatant	IC001ZTKF:IC002312Y:(3043,0)-(3060,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22276	Entity	PER.ProfessionalPosition	IC001ZTKF:IC002312Y:(1867,0)-(1914,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22277	Entity	PER.Police	IC001ZTKF:IC002312Y:(3032,0)-(3039,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22278	Entity	PER.Politician	IC001ZTKF:IC002312Y:(2023,0)-(2052,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22279	Entity	PER.ProfessionalPosition	IC001ZTKF:IC002312Y:(2519,0)-(2570,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22280	Entity	VAL	IC001ZTKF:IC002312Y:(889,0)-(901,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22281	Entity	VAL	IC001ZTKF:IC002312Y:(2742,0)-(2743,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22281	Entity	WEA.Bomb	IC001ZTKF:IC002312Y:(2730,0)-(2743,0)	"1.0"	"1.0"	"1.0"
cluster-NILE22281	Entity	WEA.Bomb	IC001ZTKF:IC002312Y:(892,0)-(912,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22258	Relation	Evaluate.Deliberateness.Deliberate	IC001ZTKF:IC002312Y:(1935,0)-(1942,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22259	Relation	Evaluate.Status.HoaxFraud	IC001ZTKF:IC002312Y:(2461,0)-(2473,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22260	Relation	GeneralAffiliation.Sponsorship.AdvisePlanOrganize	IC001ZTKF:IC002312Y:(1993,0)-(2009,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22261	Relation	GeneralAffiliation.Sponsorship.AdvisePlanOrganize	IC001ZTKF:IC002312Y:(2476,0)-(2485,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22262	Relation	GeneralAffiliation.Sponsorship.HelpSupport	IC001ZTKF:IC002312Y:(2081,0)-(2093,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22263	Relation	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen	IC001ZTKF:IC002312Y:(74,0)-(86,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22264	Relation	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen	IC001ZTKF:IC002312Y:(1113,0)-(1125,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22265	Relation	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen	IC001ZTKF:IC002312Y:(1158,0)-(1169,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22266	Relation	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen	IC001ZTKF:IC002312Y:(468,0)-(473,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22267	Relation	Information.Make.Make	IC001ZTKF:IC002312Y:(2742,0)-(2743,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22268	Relation	Measurement.Size.Count	IC001ZTKF:IC002312Y:(833,0)-(833,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22269	Relation	Measurement.Size.Count	IC001ZTKF:IC002312Y:(869,0)-(872,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22270	Relation	Measurement.Size.Count	IC001ZTKF:IC002312Y:(1607,0)-(1611,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22271	Relation	Measurement.Size.Count	IC001ZTKF:IC002312Y:(1838,0)-(1842,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22272	Relation	Measurement.Size.Weight	IC001ZTKF:IC002312Y:(889,0)-(901,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22273	Relation	OrganizationAffiliation.Leadership.HeadOfState	IC001ZTKF:IC002312Y:(188,0)-(204,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22274	Relation	OrganizationAffiliation.Leadership.HeadOfState	IC001ZTKF:IC002312Y:(1246,0)-(1263,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22275	Relation	ResponsibilityBlame.AssignBlame.AssignBlame	IC001ZTKF:IC002312Y:(1089,0)-(1097,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22276	Relation	ResponsibilityBlame.AssignBlame.AssignBlame	IC001ZTKF:IC002312Y:(1236,0)-(1244,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22276	Relation	ResponsibilityBlame.AssignBlame.AssignBlame	IC001ZTKF:IC002312Y:(1455,0)-(1475,0)	"1.0"	"1.0"	"1.0"
cluster-NILR22278	Relation	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility	IC001ZTKF:IC002312Y:(2574,0)-(2588,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22258	Event	ArtifactExistence.DamageDestroy.Damage	IC001ZTKF:IC002312Y:(2764,0)-(2768,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22258	Event	ArtifactExistence.DamageDestroy.Damage	IC001ZTKF:IC002312Y:(919,0)-(923,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(1065,0)-(1077,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(1230,0)-(1234,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(1495,0)-(1503,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(1755,0)-(1763,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(179,0)-(186,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(1956,0)-(1964,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(1968,0)-(1970,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(2077,0)-(2079,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(2351,0)-(2354,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(250,0)-(258,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(2593,0)-(2601,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(2711,0)-(2719,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(537,0)-(545,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22259	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(863,0)-(867,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22260	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(2381,0)-(2392,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22260	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(2422,0)-(2424,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22261	Event	Conflict.Attack.FirearmAttack	IC001ZTKF:IC002312Y:(2764,0)-(2768,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22261	Event	Conflict.Attack.FirearmAttack	IC001ZTKF:IC002312Y:(919,0)-(923,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22262	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(486,0)-(490,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22263	Event	Conflict.Attack.Bombing	IC001ZTKF:IC002312Y:(769,0)-(774,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22264	Event	Movement.TransportArtifact.BringCarryUnload	IC001ZTKF:IC002312Y:(2727,0)-(2728,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22264	Event	Movement.TransportArtifact.BringCarryUnload	IC001ZTKF:IC002312Y:(882,0)-(887,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22265	Event	Contact.PublicStatementInPerson.Broadcast	IC001ZTKF:IC002312Y:(302,0)-(312,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22266	Event	Contact.Collaborate	IC001ZTKF:IC002312Y:(1148,0)-(1156,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22267	Event	Contact.ThreatenCoerce	IC001ZTKF:IC002312Y:(3063,0)-(3070,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22268	Event	Inspection.SensoryObserve	IC001ZTKF:IC002312Y:(104,0)-(113,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22269	Event	Justice.ArrestJailDetain.ArrestJailDetain	IC001ZTKF:IC002312Y:(1828,0)-(1836,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22270	Event	Justice.Investigate.InvestigateCrime	IC001ZTKF:IC002312Y:(1660,0)-(1672,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22271	Event	Life.Injure.InjuryCausedByViolentEvents	IC001ZTKF:IC002312Y:(493,0)-(499,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22271	Event	Life.Injure.InjuryCausedByViolentEvents	IC001ZTKF:IC002312Y:(846,0)-(851,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22272	Event	Movement.TransportArtifact.Fall	IC001ZTKF:IC002312Y:(933,0)-(936,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22273	Event	Movement.TransportArtifact.Fall	IC001ZTKF:IC002312Y:(965,0)-(965,0)	"1.0"	"1.0"	"1.0"
cluster-NILV22274	Event	Movement.TransportPerson.SelfMotion	IC001ZTKF:IC002312Y:(811,0)-(821,0)	"1.0"	"1.0"	"1.0"
