slot_type_code	slot_type
evt043arg01communicator	Contact.Prevarication.Broadcast_Communicator
evt043arg02recipient	Contact.Prevarication.Broadcast_Recipient
evt043arg03place	Contact.Prevarication.Broadcast_Place
evt043arg04topic	Contact.Prevarication.Broadcast_Topic
evt044arg01communicator	Contact.Prevarication.Correspondence_Communicator
evt044arg02recipient	Contact.Prevarication.Correspondence_Recipient
evt044arg03place	Contact.Prevarication.Correspondence_Place
evt044arg04topic	Contact.Prevarication.Correspondence_Topic
evt045arg01communicator	Contact.Prevarication.Meet_Communicator
evt045arg02recipient	Contact.Prevarication.Meet_Recipient
evt045arg03place	Contact.Prevarication.Meet_Place
evt045arg04topic	Contact.Prevarication.Meet_Topic
evt046arg01communicator	Contact.PublicStatementInPerson_Communicator
evt046arg02recipient	Contact.PublicStatementInPerson_Recipient
evt046arg03place	Contact.PublicStatementInPerson_Place
evt047arg01communicator	Contact.PublicStatementInPerson.Broadcast_Communicator
evt047arg02recipient	Contact.PublicStatementInPerson.Broadcast_Recipient
evt047arg03place	Contact.PublicStatementInPerson.Broadcast_Place
evt048arg01communicator	Contact.RequestAdvise_Communicator
evt048arg02recipient	Contact.RequestAdvise_Recipient
evt048arg03place	Contact.RequestAdvise_Place
evt048arg04topic	Contact.RequestAdvise_Topic
evt049arg01communicator	Contact.RequestAdvise.Broadcast_Communicator
evt049arg02recipient	Contact.RequestAdvise.Broadcast_Recipient
evt049arg03place	Contact.RequestAdvise.Broadcast_Place
evt049arg04topic	Contact.RequestAdvise.Broadcast_Topic
evt050arg01communicator	Contact.RequestAdvise.Correspondence_Communicator
evt050arg02recipient	Contact.RequestAdvise.Correspondence_Recipient
evt050arg03place	Contact.RequestAdvise.Correspondence_Place
evt050arg04topic	Contact.RequestAdvise.Correspondence_Topic
evt051arg01communicator	Contact.RequestAdvise.Meet_Communicator
evt051arg02recipient	Contact.RequestAdvise.Meet_Recipient
evt051arg03place	Contact.RequestAdvise.Meet_Place
evt051arg04topic	Contact.RequestAdvise.Meet_Topic
evt052arg01communicator	Contact.ThreatenCoerce_Communicator
evt052arg02recipient	Contact.ThreatenCoerce_Recipient
evt052arg03place	Contact.ThreatenCoerce_Place
evt052arg04topic	Contact.ThreatenCoerce_Topic
evt053arg01communicator	Contact.ThreatenCoerce.Broadcast_Communicator
evt053arg02recipient	Contact.ThreatenCoerce.Broadcast_Recipient
evt053arg03place	Contact.ThreatenCoerce.Broadcast_Place
evt053arg04topic	Contact.ThreatenCoerce.Broadcast_Topic
evt054arg01communicator	Contact.ThreatenCoerce.Correspondence_Communicator
evt054arg02recipient	Contact.ThreatenCoerce.Correspondence_Recipient
evt054arg03place	Contact.ThreatenCoerce.Correspondence_Place
evt054arg04topic	Contact.ThreatenCoerce.Correspondence_Topic
evt055arg01communicator	Contact.ThreatenCoerce.Meet_Communicator
evt055arg02recipient	Contact.ThreatenCoerce.Meet_Recipient
evt055arg03place	Contact.ThreatenCoerce.Meet_Place
evt055arg04topic	Contact.ThreatenCoerce.Meet_Topic
evt057arg01driverpassenger	Disaster.AccidentCrash.AccidentCrash_DriverPassenger
evt057arg02vehicle	Disaster.AccidentCrash.AccidentCrash_Vehicle
evt057arg03crashobject	Disaster.AccidentCrash.AccidentCrash_CrashObject
evt057arg04place	Disaster.AccidentCrash.AccidentCrash_Place
evt059arg01fireexplosionobject	Disaster.FireExplosion.FireExplosion_FireExplosionObject
evt059arg02instrument	Disaster.FireExplosion.FireExplosion_Instrument
evt059arg03place	Disaster.FireExplosion.FireExplosion_Place
evt060arg01participant	Government.Agreements_Participant
evt060arg02participant	Government.Agreements_Participant
evt060arg03place	Government.Agreements_Place
evt061arg01participant	Government.Agreements.AcceptAgreementContractCeasefire_Participant
evt061arg02participant	Government.Agreements.AcceptAgreementContractCeasefire_Participant
evt061arg03place	Government.Agreements.AcceptAgreementContractCeasefire_Place
evt062arg01rejecternullifier	Government.Agreements.RejectNullifyAgreementContractCeasefire_RejecterNullifier
evt062arg02otherparticipant	Government.Agreements.RejectNullifyAgreementContractCeasefire_OtherParticipant
evt062arg03place	Government.Agreements.RejectNullifyAgreementContractCeasefire_Place
evt063arg01violator	Government.Agreements.ViolateAgreement_Violator
evt063arg02otherparticipant	Government.Agreements.ViolateAgreement_OtherParticipant
evt063arg03place	Government.Agreements.ViolateAgreement_Place
evt064arg01gpe	Government.Formation_GPE
evt064arg02founder	Government.Formation_Founder
evt064arg03place	Government.Formation_Place
evt065arg01participant	Government.Formation.MergeGPE_Participant
evt065arg02participant	Government.Formation.MergeGPE_Participant
evt065arg03place	Government.Formation.MergeGPE_Place
evt066arg01gpe	Government.Formation.StartGPE_GPE
evt066arg02founder	Government.Formation.StartGPE_Founder
evt066arg03place	Government.Formation.StartGPE_Place
evt068arg01governmentbody	Government.Legislate.Legislate_GovernmentBody
evt068arg02law	Government.Legislate.Legislate_Law
evt068arg03place	Government.Legislate.Legislate_Place
evt070arg01spy	Government.Spy.Spy_Spy
evt070arg02observedentity	Government.Spy.Spy_ObservedEntity
evt070arg03beneficiary	Government.Spy.Spy_Beneficiary
evt070arg04place	Government.Spy.Spy_Place
evt071arg01voter	Government.Vote_Voter
evt071arg02candidate	Government.Vote_Candidate
evt071arg03ballot	Government.Vote_Ballot
evt071arg04result	Government.Vote_Result
evt071arg05place	Government.Vote_Place
evt072arg01voter	Government.Vote.CastVote_Voter
evt072arg02candidate	Government.Vote.CastVote_Candidate
evt072arg03ballot	Government.Vote.CastVote_Ballot
evt072arg04result	Government.Vote.CastVote_Result
evt072arg05place	Government.Vote.CastVote_Place
evt073arg01preventer	Government.Vote.ViolationsPreventVote_Preventer
evt073arg02voter	Government.Vote.ViolationsPreventVote_Voter
evt073arg03candidate	Government.Vote.ViolationsPreventVote_Candidate
evt073arg04ballot	Government.Vote.ViolationsPreventVote_Ballot
evt073arg05place	Government.Vote.ViolationsPreventVote_Place
evt074arg01observer	Inspection.SensoryObserve_Observer
evt074arg02observedentity	Inspection.SensoryObserve_ObservedEntity
evt074arg03place	Inspection.SensoryObserve_Place
evt075arg01inspector	Inspection.SensoryObserve.InspectPeopleOrganization_Inspector
evt075arg02inspectedentity	Inspection.SensoryObserve.InspectPeopleOrganization_InspectedEntity
evt075arg03place	Inspection.SensoryObserve.InspectPeopleOrganization_Place
evt076arg01monitor	Inspection.SensoryObserve.MonitorElection_Monitor
evt076arg02monitoredentity	Inspection.SensoryObserve.MonitorElection_MonitoredEntity
evt076arg03place	Inspection.SensoryObserve.MonitorElection_Place
evt077arg01inspector	Inspection.SensoryObserve.PhysicalInvestigateInspect_Inspector
evt077arg02inspectedentity	Inspection.SensoryObserve.PhysicalInvestigateInspect_InspectedEntity
evt077arg03place	Inspection.SensoryObserve.PhysicalInvestigateInspect_Place
evt079arg01jailer	Justice.ArrestJailDetain.ArrestJailDetain_Jailer
evt079arg02detainee	Justice.ArrestJailDetain.ArrestJailDetain_Detainee
evt079arg03crime	Justice.ArrestJailDetain.ArrestJailDetain_Crime
evt079arg04place	Justice.ArrestJailDetain.ArrestJailDetain_Place
evt080arg01prosecutor	Justice.InitiateJudicialProcess_Prosecutor
evt080arg02defendant	Justice.InitiateJudicialProcess_Defendant
evt080arg03judgecourt	Justice.InitiateJudicialProcess_JudgeCourt
evt080arg04crime	Justice.InitiateJudicialProcess_Crime
evt080arg05place	Justice.InitiateJudicialProcess_Place
evt081arg01prosecutor	Justice.InitiateJudicialProcess.ChargeIndict_Prosecutor
evt081arg02defendant	Justice.InitiateJudicialProcess.ChargeIndict_Defendant
evt081arg03judgecourt	Justice.InitiateJudicialProcess.ChargeIndict_JudgeCourt
evt081arg04crime	Justice.InitiateJudicialProcess.ChargeIndict_Crime
evt081arg05place	Justice.InitiateJudicialProcess.ChargeIndict_Place
evt082arg01prosecutor	Justice.InitiateJudicialProcess.TrialHearing_Prosecutor
evt082arg02defendant	Justice.InitiateJudicialProcess.TrialHearing_Defendant
evt082arg03judgecourt	Justice.InitiateJudicialProcess.TrialHearing_JudgeCourt
evt082arg04crime	Justice.InitiateJudicialProcess.TrialHearing_Crime
evt082arg05place	Justice.InitiateJudicialProcess.TrialHearing_Place
evt083arg01investigator	Justice.Investigate_Investigator
evt083arg02defendant	Justice.Investigate_Defendant
evt083arg03place	Justice.Investigate_Place
evt084arg01investigator	Justice.Investigate.InvestigateCrime_Investigator
evt084arg02defendant	Justice.Investigate.InvestigateCrime_Defendant
evt084arg03crime	Justice.Investigate.InvestigateCrime_Crime
evt084arg04place	Justice.Investigate.InvestigateCrime_Place
evt085arg01judgecourt	Justice.JudicialConsequences_JudgeCourt
evt085arg02defendant	Justice.JudicialConsequences_Defendant
evt085arg03crime	Justice.JudicialConsequences_Crime
evt085arg04place	Justice.JudicialConsequences_Place
evt086arg01judgecourt	Justice.JudicialConsequences.Convict_JudgeCourt
evt086arg02defendant	Justice.JudicialConsequences.Convict_Defendant
evt086arg03crime	Justice.JudicialConsequences.Convict_Crime
evt086arg04place	Justice.JudicialConsequences.Convict_Place
evt087arg01executioner	Justice.JudicialConsequences.Execute_Executioner
evt087arg02defendant	Justice.JudicialConsequences.Execute_Defendant
evt087arg03crime	Justice.JudicialConsequences.Execute_Crime
evt087arg04place	Justice.JudicialConsequences.Execute_Place
evt088arg01extraditer	Justice.JudicialConsequences.Extradite_Extraditer
evt088arg02defendant	Justice.JudicialConsequences.Extradite_Defendant
evt088arg03crime	Justice.JudicialConsequences.Extradite_Crime
evt088arg04origin	Justice.JudicialConsequences.Extradite_Origin
evt088arg05destination	Justice.JudicialConsequences.Extradite_Destination
evt089arg01victim	Life.Die_Victim
evt089arg02place	Life.Die_Place
evt089arg03killer	Life.Die_Killer
evt089arg04medicalissue	Life.Die_MedicalIssue
evt090arg01killer	Life.Die.DeathCausedByViolentEvents_Killer
evt090arg02victim	Life.Die.DeathCausedByViolentEvents_Victim
evt090arg03instrument	Life.Die.DeathCausedByViolentEvents_Instrument
evt090arg04place	Life.Die.DeathCausedByViolentEvents_Place
evt090arg05medicalissue	Life.Die.DeathCausedByViolentEvents_MedicalIssue
evt091arg01victim	Life.Die.NonviolentDeath_Victim
evt091arg02place	Life.Die.NonviolentDeath_Place
evt091arg03killer	Life.Die.NonviolentDeath_Killer
evt091arg04medicalissue	Life.Die.NonviolentDeath_MedicalIssue
evt092arg01victim	Life.Injure_Victim
evt092arg02injurer	Life.Injure_Injurer
evt092arg03place	Life.Injure_Place
evt092arg04medicalissue	Life.Injure_MedicalIssue
evt093arg01victim	Life.Injure.IllnessDegradationHungerThirst_Victim
evt093arg02place	Life.Injure.IllnessDegradationHungerThirst_Place
evt093arg03injurer	Life.Injure.IllnessDegradationHungerThirst_Injurer
evt093arg04medicalissue	Life.Injure.IllnessDegradationHungerThirst_MedicalIssue
evt094arg01victim	Life.Injure.IllnessDegradationPhysical_Victim
evt094arg02place	Life.Injure.IllnessDegradationPhysical_Place
evt094arg03injurer	Life.Injure.IllnessDegradationPhysical_Injurer
evt094arg04medicalissue	Life.Injure.IllnessDegradationPhysical_MedicalIssue
evt095arg01injurer	Life.Injure.InjuryCausedByViolentEvents_Injurer
evt095arg02victim	Life.Injure.InjuryCausedByViolentEvents_Victim
evt095arg03instrument	Life.Injure.InjuryCausedByViolentEvents_Instrument
evt095arg04place	Life.Injure.InjuryCausedByViolentEvents_Place
evt095arg05medicalissue	Life.Injure.InjuryCausedByViolentEvents_MedicalIssue
evt096arg01manufacturer	Manufacture.Artifact_Manufacturer
evt096arg02artifact	Manufacture.Artifact_Artifact
evt096arg03instrument	Manufacture.Artifact_Instrument
evt096arg04place	Manufacture.Artifact_Place
evt097arg01manufacturer	Manufacture.Artifact.Build_Manufacturer
evt097arg02artifact	Manufacture.Artifact.Build_Artifact
evt097arg03instrument	Manufacture.Artifact.Build_Instrument
evt097arg04place	Manufacture.Artifact.Build_Place
evt098arg01manufacturer	Manufacture.Artifact.CreateIntellectualProperty_Manufacturer
evt098arg02artifact	Manufacture.Artifact.CreateIntellectualProperty_Artifact
evt098arg03instrument	Manufacture.Artifact.CreateIntellectualProperty_Instrument
evt098arg04place	Manufacture.Artifact.CreateIntellectualProperty_Place
evt099arg01manufacturer	Manufacture.Artifact.CreateManufacture_Manufacturer
evt099arg02artifact	Manufacture.Artifact.CreateManufacture_Artifact
evt099arg03instrument	Manufacture.Artifact.CreateManufacture_Instrument
evt099arg04place	Manufacture.Artifact.CreateManufacture_Place
evt100arg01transporter	Movement.TransportArtifact_Transporter
evt100arg02artifact	Movement.TransportArtifact_Artifact
evt100arg03vehicle	Movement.TransportArtifact_Vehicle
evt100arg04origin	Movement.TransportArtifact_Origin
evt100arg05destination	Movement.TransportArtifact_Destination
evt101arg01transporter	Movement.TransportArtifact.BringCarryUnload_Transporter
evt101arg02artifact	Movement.TransportArtifact.BringCarryUnload_Artifact
evt101arg03vehicle	Movement.TransportArtifact.BringCarryUnload_Vehicle
evt101arg04origin	Movement.TransportArtifact.BringCarryUnload_Origin
evt101arg05destination	Movement.TransportArtifact.BringCarryUnload_Destination
evt102arg01transporter	Movement.TransportArtifact.DisperseSeparate_Transporter
evt102arg02artifact	Movement.TransportArtifact.DisperseSeparate_Artifact
evt102arg03vehicle	Movement.TransportArtifact.DisperseSeparate_Vehicle
evt102arg04origin	Movement.TransportArtifact.DisperseSeparate_Origin
evt102arg05destination	Movement.TransportArtifact.DisperseSeparate_Destination
evt103arg01artifact	Movement.TransportArtifact.Fall_Artifact
evt103arg02origin	Movement.TransportArtifact.Fall_Origin
evt103arg03destination	Movement.TransportArtifact.Fall_Destination
evt104arg01transporter	Movement.TransportArtifact.GrantEntry_Transporter
evt104arg02artifact	Movement.TransportArtifact.GrantEntry_Artifact
evt104arg03origin	Movement.TransportArtifact.GrantEntry_Origin
evt104arg04destination	Movement.TransportArtifact.GrantEntry_Destination
evt105arg01transporter	Movement.TransportArtifact.Hide_Transporter
evt105arg02artifact	Movement.TransportArtifact.Hide_Artifact
evt105arg03hidingplace	Movement.TransportArtifact.Hide_HidingPlace
evt105arg04vehicle	Movement.TransportArtifact.Hide_Vehicle
evt105arg05origin	Movement.TransportArtifact.Hide_Origin
evt106arg01transporter	Movement.TransportArtifact.NonviolentThrowLaunch_Transporter
evt106arg02artifact	Movement.TransportArtifact.NonviolentThrowLaunch_Artifact
evt106arg03vehicle	Movement.TransportArtifact.NonviolentThrowLaunch_Vehicle
evt106arg04origin	Movement.TransportArtifact.NonviolentThrowLaunch_Origin
evt106arg05destination	Movement.TransportArtifact.NonviolentThrowLaunch_Destination
evt107arg01preventer	Movement.TransportArtifact.PreventEntry_Preventer
evt107arg02transporter	Movement.TransportArtifact.PreventEntry_Transporter
evt107arg03artifact	Movement.TransportArtifact.PreventEntry_Artifact
evt107arg04origin	Movement.TransportArtifact.PreventEntry_Origin
evt107arg05destination	Movement.TransportArtifact.PreventEntry_Destination
evt108arg01preventer	Movement.TransportArtifact.PreventExit_Preventer
evt108arg02transporter	Movement.TransportArtifact.PreventExit_Transporter
evt108arg03artifact	Movement.TransportArtifact.PreventExit_Artifact
evt108arg04origin	Movement.TransportArtifact.PreventExit_Origin
evt108arg05destination	Movement.TransportArtifact.PreventExit_Destination
evt109arg01transporter	Movement.TransportArtifact.ReceiveImport_Transporter
evt109arg02artifact	Movement.TransportArtifact.ReceiveImport_Artifact
evt109arg03vehicle	Movement.TransportArtifact.ReceiveImport_Vehicle
evt109arg04origin	Movement.TransportArtifact.ReceiveImport_Origin
evt109arg05destination	Movement.TransportArtifact.ReceiveImport_Destination
evt110arg01transporter	Movement.TransportArtifact.SendSupplyExport_Transporter
evt110arg02artifact	Movement.TransportArtifact.SendSupplyExport_Artifact
evt110arg03vehicle	Movement.TransportArtifact.SendSupplyExport_Vehicle
evt110arg04origin	Movement.TransportArtifact.SendSupplyExport_Origin
evt110arg05destination	Movement.TransportArtifact.SendSupplyExport_Destination
evt111arg01transporter	Movement.TransportArtifact.SmuggleExtract_Transporter
evt111arg02artifact	Movement.TransportArtifact.SmuggleExtract_Artifact
evt111arg03vehicle	Movement.TransportArtifact.SmuggleExtract_Vehicle
evt111arg04origin	Movement.TransportArtifact.SmuggleExtract_Origin
evt111arg05destination	Movement.TransportArtifact.SmuggleExtract_Destination
evt112arg01transporter	Movement.TransportPerson_Transporter
evt112arg02passenger	Movement.TransportPerson_Passenger
evt112arg03vehicle	Movement.TransportPerson_Vehicle
evt112arg04origin	Movement.TransportPerson_Origin
evt112arg05destination	Movement.TransportPerson_Destination
evt113arg01transporter	Movement.TransportPerson.BringCarryUnload_Transporter
evt113arg02passenger	Movement.TransportPerson.BringCarryUnload_Passenger
evt113arg03vehicle	Movement.TransportPerson.BringCarryUnload_Vehicle
evt113arg04origin	Movement.TransportPerson.BringCarryUnload_Origin
evt113arg05destination	Movement.TransportPerson.BringCarryUnload_Destination
evt114arg01transporter	Movement.TransportPerson.DisperseSeparate_Transporter
evt114arg02passenger	Movement.TransportPerson.DisperseSeparate_Passenger
evt114arg03vehicle	Movement.TransportPerson.DisperseSeparate_Vehicle
evt114arg04origin	Movement.TransportPerson.DisperseSeparate_Origin
evt114arg05destination	Movement.TransportPerson.DisperseSeparate_Destination
evt115arg01transporter	Movement.TransportPerson.EvacuationRescue_Transporter
evt115arg02passenger	Movement.TransportPerson.EvacuationRescue_Passenger
evt115arg03vehicle	Movement.TransportPerson.EvacuationRescue_Vehicle
evt115arg04origin	Movement.TransportPerson.EvacuationRescue_Origin
evt115arg05destination	Movement.TransportPerson.EvacuationRescue_Destination
evt116arg01passenger	Movement.TransportPerson.Fall_Passenger
evt116arg02origin	Movement.TransportPerson.Fall_Origin
evt116arg03destination	Movement.TransportPerson.Fall_Destination
evt117arg01granter	Movement.TransportPerson.GrantEntryAsylum_Granter
evt117arg02transporter	Movement.TransportPerson.GrantEntryAsylum_Transporter
evt117arg03passenger	Movement.TransportPerson.GrantEntryAsylum_Passenger
evt117arg04origin	Movement.TransportPerson.GrantEntryAsylum_Origin
evt117arg05destination	Movement.TransportPerson.GrantEntryAsylum_Destination
evt118arg01transporter	Movement.TransportPerson.Hide_Transporter
evt118arg02passenger	Movement.TransportPerson.Hide_Passenger
evt118arg03hidingplace	Movement.TransportPerson.Hide_HidingPlace
evt118arg04vehicle	Movement.TransportPerson.Hide_Vehicle
evt118arg05origin	Movement.TransportPerson.Hide_Origin
evt119arg01preventer	Movement.TransportPerson.PreventEntry_Preventer
evt119arg02transporter	Movement.TransportPerson.PreventEntry_Transporter
evt119arg03passenger	Movement.TransportPerson.PreventEntry_Passenger
evt119arg04origin	Movement.TransportPerson.PreventEntry_Origin
evt119arg05destination	Movement.TransportPerson.PreventEntry_Destination
evt120arg01preventer	Movement.TransportPerson.PreventExit_Preventer
