video_filename	length
IC001VF0F.mp4	103.149
IC001VF0G.mp4	13.240
IC001VF1B.mp4	70.760
IC001VF1V.mp4	559.920
IC001VF3L.mp4	495.600
IC001VF81.mp4	142.933
IC001VF87.mp4	434.066
IC001VFA9.mp4	96.840
IC001VFB6.mp4	102.840
IC001VFBN.mp4	408.866
IC001VFFW.mp4	265.164
IC001VFGA.mp4	140.931
IC001VFGB.mp4	179.345
IC001VFGC.mp4	264.760
IC001VFGN.mp4	110.480
IC001VFGO.mp4	592.689
IC001VFHC.mp4	326.500
IC001VFHN.mp4	67.667
IC001VFHO.mp4	459.166
IC001VFI8.mp4	527.520
IC001VFN0.mp4	172.840
IC001VFOJ.mp4	84.451
IC001VFP3.mp4	107.200
IC001VFP4.mp4	92.300
IC001VFSL.mp4	154.270
IC001VG64.mp4	107.140
IC001VGAW.mp4	64.600
IC001VGDD.mp4	322.956
IC001VGDK.mp4	378.600
IC001VGDR.mp4	43.009
IC001VGII.mp4	122.088
IC001VGIR.mp4	258.291
IC001VGK5.mp4	25.560
IC001VGRX.mp4	81.800
IC001VGTP.mp4	178.945
IC001VGUM.mp4	53.800
IC001VGUT.mp4	64.898
IC002G9AR.mp4	127.760
IC002G9E9.mp4	364.160
IC002G9EF.mp4	372.600
JC002XYYY.mp4	185.480
JC002XYZ2.mp4	64.800
JC002XYZ7.mp4	267.320
JC002XYZB.mp4	65.960
JC002XYZL.mp4	40.106
JC002XZ3G.mp4	134.868
JC002XZ47.mp4	392.828
JC002XZ9X.mp4	46.079
JC002XZDX.mp4	478.344
JC002XZGV.mp4	383.082
JC002XZJ4.mp4	1039.133
JC002XZJ8.mp4	882.047
JC002XZML.mp4	155.088
JC002XZQ0.mp4	988.487
JC002XZQ8.mp4	58.560
JC002XZQK.mp4	987.753
JC002Y1YY.mp4	97.000
JC002Y212.mp4	129.262
JC002Y218.mp4	110.766
JC002Y21E.mp4	87.320
JC002Y2LW.mp4	395.895
JC002Y2QS.mp4	313.079
JC002Y2R8.mp4	13.640
JC002Y2RA.mp4	203.080
JC002Y3GF.mp4	45.880
JC002YC2H.mp4	112.800
JC002YC5T.mp4	349.549
JC002YC5X.mp4	167.800
JC002YCD4.mp4	226.125
JC002YCD9.mp4	159.926
JC002YCHO.mp4	153.945
JC002YCWE.mp4	436.133
JC002YD1R.mp4	237.278
JC002YD1S.mp4	72.123
JC002YD1T.mp4	330.966
JC002YD36.mp4	40.040
JC002YD6J.mp4	103.670
JC002YD7U.mp4	302.235
JC002YDCQ.mp4	150.950
JC002YDCU.mp4	20.633
JC002YDIU.mp4	244.043
JC002YDJ1.mp4	220.320
JC002YDJA.mp4	101.901
JC002YDTW.mp4	236.769
JC002YDZ9.mp4	41.975
JC002YDZD.mp4	337.170
JC002YDZL.mp4	190.723
JC002YDZP.mp4	219.052
JC002YDZU.mp4	270.937
JC002YE01.mp4	248.014
JC002YE0M.mp4	83.383
JC002YE2F.mp4	239.939
JC002YE2K.mp4	29.863
JC002YE2W.mp4	223.790
JC002YE31.mp4	125.458
JC002YE35.mp4	210.643
JC002YE3C.mp4	178.111
JC002YE3H.mp4	55.588
JC002YE3P.mp4	205.505
JC002YE3V.mp4	122.689
JC002YE3Z.mp4	101.367
JC002YE47.mp4	344.210
JC002YE4B.mp4	182.649
JC002YE4J.mp4	1237.866
JC002YE4O.mp4	157.000
JC002YE4V.mp4	39.372
JC002YEW5.mp4	315.148
JC002YEX3.mp4	103.670
JC002YEX9.mp4	157.190
JC002YEXD.mp4	9.440
JC002YF38.mp4	51.684
JC002YF3E.mp4	57.390
JC002YFAD.mp4	272.551
JC002YFGX.mp4	64.597
JC002YFGY.mp4	59.659
JC002YFM3.mp4	225.833
JC002YFRK.mp4	31.750
JC002YFRL.mp4	32.625
JC002YFRM.mp4	33.766
JC002YFRN.mp4	34.916
JC002YFRO.mp4	34.366
JC002YFRP.mp4	34.583
JC002YFRQ.mp4	32.166
JC002YFRR.mp4	33.133
JC002YFXQ.mp4	873.372
JC002YG63.mp4	26.875
JC002YG6D.mp4	107.200
JC00368J4.mp4	729.795
JC00368SK.mp4	161.995
KC003A3JE.mp4	47.147
KC003A3PO.mp4	59.607
KC003A3XM.mp4	104.920
KC003A46O.mp4	60.240
KC003A4JO.mp4	171.440
KC003A4LJ.mp4	105.040
KC003A4QA.mp4	187.987
KC003A4RR.mp4	86.960
KC003A4RV.mp4	729.462
KC003A4TE.mp4	512.206
KC003A4WJ.mp4	353.720
KC003A59K.mp4	1526.520
KC003A5FZ.mp4	149.916
KC003A5G4.mp4	77.177
KC003A5GW.mp4	1035.968
KC003A5PG.mp4	53.720
KC003A5PM.mp4	57.657
KC003A6JK.mp4	120.000
KC003A6JL.mp4	119.960
KC003A6JM.mp4	120.000
KC003A6JN.mp4	120.000
KC003A6MC.mp4	198.680
KC003A6Q9.mp4	140.920
KC003A6QF.mp4	124.591
KC003A6QJ.mp4	134.400
KC003A6QQ.mp4	146.312
KC003A6QU.mp4	258.166
KC003A764.mp4	112.880
KC003A7B4.mp4	150.650
KC003A7B9.mp4	92.759
KC003A7GK.mp4	280.600
KC003A7HJ.mp4	162.640
KC003A7HO.mp4	127.320
KC003A7HT.mp4	112.011
KC003A7I1.mp4	130.830
KC003A7I7.mp4	93.660
KC003A7ID.mp4	59.960
KC003A7IH.mp4	101.920
KC003A7IX.mp4	42.175
KC003A7J5.mp4	117.866
KC003A7J9.mp4	249.782
KC003A7Z5.mp4	289.555
KC003A7ZA.mp4	100.440
KC003A7ZH.mp4	65.833
KC003A7ZO.mp4	60.160
KC003A7ZZ.mp4	27.594
KC003A84V.mp4	117.840
KC003A880.mp4	98.064
KC003A8S2.mp4	152.760
KC003A8SA.mp4	101.880
KC003A8TJ.mp4	51.966
KC003A8U0.mp4	171.633
KC003A8U5.mp4	123.840
KC003A94A.mp4	42.160
KC003A94H.mp4	200.166
KC003A94L.mp4	62.120
KC003A94R.mp4	130.500
KC003A94Z.mp4	101.367
KC003A953.mp4	41.480
KC003A9AW.mp4	118.418
KC003A9E8.mp4	64.397
KC003A9EF.mp4	133.266
KC003A9EM.mp4	118.885
KC003A9ES.mp4	259.266
KC003A9EY.mp4	140.416
KC003A9F4.mp4	38.772
KC003A9WT.mp4	41.320
KC003AA03.mp4	141.800
KC003AA0K.mp4	83.516
KC003AAEE.mp4	117.880
KC003AAEK.mp4	150.560
KC003AAEP.mp4	50.016
KC003AAEU.mp4	44.440
KC003AAIN.mp4	191.391
KC003AAM6.mp4	107.440
KC003AB76.mp4	86.319
KC003ABEG.mp4	50.600
KC003ABEZ.mp4	9.680
KC003ABGX.mp4	137.720
KC003ABHM.mp4	130.500
KC003ABHS.mp4	170.470
KC003ABHY.mp4	128.920
KC003ABI3.mp4	260.900
KC003ABI9.mp4	136.769
KC003ABWU.mp4	72.760
KC003AC54.mp4	64.597
KC003ACOO.mp4	185.518
KC003ACOU.mp4	39.760
KC003ACP1.mp4	149.883
KC003ACP5.mp4	41.233
KC003ACW4.mp4	85.080
KC003ACWA.mp4	137.670
KC003ACWF.mp4	185.552
KC003ADB4.mp4	245.640
KC003ADB5.mp4	259.200
