doceid	segment_id	start_char	end_char	start_segment_offset	end_segment_offset
IC001V7CW	86	11222	11386	209116	212213
IC001V7CW	87	11390	11628	212214	216779
IC001V7CW	88	11630	11687	216780	217825
IC001V7CW	89	11689	11827	217826	220727
IC001V7CW	90	11831	11844	220728	221061
IC001V7CX	0	1	61	279	1512
IC001V7CX	1	65	112	1513	2211
IC001V7CX	2	116	140	2212	2985
IC001V7CX	3	142	299	2986	5578
IC001V7CX	4	301	364	5579	6687
IC001V7CX	5	367	421	6688	7746
IC001V7CX	6	425	670	7747	11979
IC001V7CX	7	673	923	11980	16391
IC001V7CX	8	926	1053	16392	18714
IC001V7CX	9	1056	1231	18715	21161
IC001V7CX	10	1234	1270	21162	21842
IC001V7CX	11	1274	1348	21843	23111
IC001V7CX	12	1352	1463	23112	24881
IC001V7CX	13	1465	1548	24882	26451
IC001V7CX	14	1550	1666	26452	28493
IC001V7CX	15	1668	1796	28494	31041
IC001V7CX	16	1799	1919	31042	33381
IC001V7CX	17	1921	2113	33382	36794
IC001V7CX	18	2116	2178	36795	37927
IC001V7CX	19	2182	2262	37928	39565
IC001V7CX	20	2264	2325	39566	40783
IC001V7CX	21	2328	2472	40784	43641
IC001V7CX	22	2475	2570	43642	45167
IC001V7CX	23	2572	2648	45168	46623
IC001V7CX	24	2652	2851	46624	50149
IC001V7CX	25	2853	2965	50150	52101
IC001V7CY	0	1	73	279	1655
IC001V7CY	1	78	211	1656	3806
IC001V7CY	2	213	257	3807	4657
IC001V7CY	3	259	355	4658	6413
IC001V7CY	4	357	414	6414	7498
IC001V7CY	5	416	521	7499	9890
IC001V7CY	6	523	699	9891	12941
IC001V7CY	7	701	776	12942	14485
IC001V7CY	8	778	997	14486	17932
IC001V7CY	9	999	1052	17933	19178
IC001V7CZ	0	1	57	279	1171
IC001V7CZ	1	62	199	1172	3764
IC001V7CZ	2	202	322	3765	6124
IC001V7CZ	3	324	402	6125	8063
IC001V7CZ	4	405	501	8064	9991
IC001V7CZ	5	503	570	9992	11102
IC001V7CZ	6	573	711	11103	13795
IC001V7CZ	7	714	807	13796	15374
IC001V7CZ	8	810	952	15375	17477
IC001V7CZ	9	954	1096	17478	19863
IC001V7CZ	10	1099	1143	19864	20827
IC001V7D1	0	1	86	279	1697
IC001V7D1	1	91	227	1698	4206
IC001V7D1	2	230	473	4207	7988
IC001V7D1	3	476	600	7989	9932
IC001V7D1	4	603	729	9933	12231
IC001V7D1	5	732	822	12232	13959
IC001V7D1	6	824	860	13960	14624
IC001V7D1	7	862	950	14625	16089
IC001V7D1	8	952	1009	16090	17264
IC001V7D1	9	1012	1100	17265	18666
IC001V7D1	10	1103	1179	18667	20568
IC001V7D1	11	1182	1354	20569	23286
IC001V7D1	12	1356	1391	23287	24051
IC001V7D1	13	1394	1436	24052	24932
IC001V7D1	14	1439	1608	24933	27911
IC001V7D1	15	1611	1812	27912	31190
IC001V7D1	16	1814	1875	31191	32494
IC001V7D1	17	1878	2015	32495	34962
IC001V7D1	18	2018	2147	34963	37516
IC001V7D1	19	2149	2227	37517	38978
IC001V7D1	20	2230	2367	38979	41648
IC001V7D1	21	2369	2513	41649	43994
IC001V7D1	22	2516	2560	43995	44958
IC001V7D2	0	1	86	279	2040
IC001V7D2	1	91	225	2041	4365
IC001V7D2	2	228	529	4366	9674
IC001V7D2	3	532	703	9675	12835
IC001V7D2	4	705	729	12836	13452
IC001V7D2	5	731	804	13453	14944
IC001V7D2	6	807	876	14945	16160
IC001V7D2	7	879	939	16161	17426
IC001V7D2	8	942	1028	17427	19063
IC001V7D2	9	1030	1211	19064	22130
IC001V7D2	10	1214	1234	22131	22573
IC001V7D2	11	1238	1339	22574	24307
IC001V7D2	12	1342	1432	24308	26175
IC001V7D2	13	1434	1503	26176	27779
IC001V7D2	14	1505	1620	27780	30352
IC001V7D2	15	1623	1835	30353	34438
IC001V7D2	16	1837	1949	34439	36390
IC001V7D2	17	1952	2049	36391	38282
IC001V7D2	18	2052	2070	38283	38897
IC001V7D2	19	2072	2161	38898	40938
IC001V7D2	20	2165	2310	40939	43372
IC001V7D2	21	2312	2481	43373	46614
IC001V7D2	22	2484	2569	46615	48463
IC001V7D3	0	1	25	280	880
IC001V7D3	1	27	39	881	1441
IC001V7D3	2	44	111	1442	2552
IC001V7D3	3	113	325	2553	5868
IC001V7D3	4	328	469	5869	8310
IC001V7D3	5	472	571	8311	10166
IC001V7D3	6	573	674	10167	11766
IC001V7D3	7	677	906	11767	15840
IC001V7D3	8	908	951	15841	16785
IC001V7D3	9	953	973	16786	17470
IC001V7D3	10	976	999	17471	18002
IC001V7D3	11	1003	1265	18003	22582
IC001V7D3	12	1268	1406	22583	25346
IC001V7D3	13	1410	1632	25347	29864
IC001V7D3	14	1635	1668	29865	30711
IC001V7D3	15	1670	1788	30712	32951
IC001V7D3	16	1790	1866	32952	34585
IC001V7D3	17	1868	1891	34586	35303
IC001V7D3	18	1895	2124	35304	39137
IC001V7D3	19	2127	2252	39138	41499
IC001V7D3	20	2254	2317	41500	42903
IC001V7D3	21	2320	2356	42904	43758
IC001V7D3	22	2360	2608	43759	48640
IC001V7D3	23	2611	2667	48641	49844
IC001V7D3	24	2669	2723	49845	51127
IC001V7D3	25	2725	2769	51128	52459
IC001V7D3	26	2771	2848	52460	54188
IC001V7D3	27	2851	2979	54189	56652
IC001V7D3	28	2983	3108	56653	59014
IC001V7D3	29	3110	3195	59015	61040
IC001V7D3	30	3198	3391	61041	64198
IC001V7D3	31	3395	3551	64199	67120
IC001V7D3	32	3553	3723	67121	70916
IC001V7D3	33	3725	3794	70917	72166
IC001V7D3	34	3797	3991	72167	75688
IC001V7D3	35	3993	4095	75689	77516
IC001V7D3	36	4098	4289	77517	81468
IC001V7D3	37	4291	4386	81469	83442
IC001V7D3	38	4389	4432	83443	84151
IC001V7D3	39	4436	4617	84152	87355
IC001V7D3	40	4620	4822	87356	91971
IC001V7D3	41	4826	5169	91972	98381
IC001V7D3	42	5171	5205	98382	99058
IC001V7D3	43	5207	5230	99059	99776
IC001V7D3	44	5233	5264	99777	100619
IC001V7D3	45	5268	5640	100620	106617
IC001V7D3	46	5642	5815	106618	110126
IC001V7D3	47	5818	6004	110127	113956
IC001V7D3	48	6008	6221	113957	117808
IC001V7D3	49	6223	6325	117809	119905
IC001V7D3	50	6327	6354	119906	120817
IC001V7D3	51	6357	6561	120818	124563
IC001V7D3	52	6564	6617	124564	125662
IC001V7D3	53	6620	6692	125663	127100
IC001V7D3	54	6694	6867	127101	130352
IC001V7D3	55	6869	6971	130353	132532
IC001V7D3	56	6974	7002	132533	133094
IC001V7D3	57	7006	7119	133095	135318
IC001V7D3	58	7122	7251	135319	137512
IC001V7D3	59	7253	7436	137513	140883
IC001V7D3	60	7439	7577	140884	143287
IC001V7D3	61	7581	7780	143288	147558
IC001V7D3	62	7783	8054	147559	152359
IC001V7D3	63	8057	8266	152360	156567
IC001V7D3	64	8270	8480	156568	160240
IC001V7D3	65	8483	8614	160241	162530
IC001V7D3	66	8618	8631	162531	162858
IC001V7D3	67	8635	8846	162859	167060
IC001V7D3	68	8849	8951	167061	169418
IC001V7D3	69	8953	9015	169419	170818
IC001V7D3	70	9017	9120	170819	172734
IC001V7D3	71	9122	9151	172735	173476
IC001V7D3	72	9154	9232	173477	174760
IC001V7D3	73	9236	9516	174761	180124
IC001V7D3	74	9519	9702	180125	183328
IC001V7D3	75	9706	9799	183329	185114
IC001V7D3	76	9801	9959	185115	188132
IC001V7D3	77	9962	10053	188133	189572
IC001V7D3	78	10055	10138	189573	191260
IC001V7D3	79	10141	10245	191261	193126
IC001V7D3	80	10247	10290	193127	194299
IC001V7D3	81	10292	10442	194300	197074
IC001V7D3	82	10445	10573	197075	199754
IC001V7D3	83	10577	10735	199755	202646
IC001V7D3	84	10738	10892	202647	205432
IC001V7D3	85	10894	10989	205433	207080
IC001V7D3	86	10991	11012	207081	207804
IC001V7D3	87	11015	11055	207805	208602
IC001V7D3	88	11059	11337	208603	213683
IC001V7D3	89	11340	11617	213684	219131
IC001V7D3	90	11619	11634	219132	219653
IC001V7D3	91	11637	11703	219654	220824
IC001V7D3	92	11705	11869	220825	223922
IC001V7D3	93	11873	12111	223923	228488
IC001V7D3	94	12113	12170	228489	229534
IC001V7D3	95	12172	12310	229535	232436
IC001V7D3	96	12313	12413	232437	234652
IC001V7D3	97	12416	12429	234653	234986
IC001V7D4	0	1	25	280	880
IC001V7D4	1	27	39	881	1441
IC001V7D4	2	43	110	1442	2551
IC001V7D4	3	112	324	2552	5867
IC001V7D4	4	327	468	5868	8309
IC001V7D4	5	471	570	8310	10165
IC001V7D4	6	572	673	10166	11765
IC001V7D4	7	676	905	11766	15839
IC001V7D4	8	907	950	15840	16784
IC001V7D4	9	952	972	16785	17469
IC001V7D4	10	975	998	17470	18001
IC001V7D4	11	1002	1264	18002	22581
IC001V7D4	12	1267	1405	22582	25345
IC001V7D4	13	1408	1425	25346	25837
IC001V7D4	14	1429	1651	25838	30355
IC001V7D4	15	1654	1687	30356	31202
IC001V7D4	16	1689	1807	31203	33442
IC001V7D4	17	1809	1885	33443	35076
IC001V7D4	18	1887	1910	35077	35794
IC001V7D4	19	1914	2143	35795	39628
IC001V7D4	20	2146	2271	39629	41990
IC001V7D4	21	2273	2336	41991	43394
IC001V7D4	22	2339	2375	43395	44249
IC001V7D4	23	2379	2627	44250	49131
IC001V7D4	24	2630	2686	49132	50335
IC001V7D4	25	2688	2742	50336	51618
IC001V7D4	26	2744	2788	51619	52950
IC001V7D4	27	2790	2867	52951	54679
IC001V7D4	28	2870	2998	54680	57143
IC001V7D4	29	3002	3127	57144	59505
IC001V7D4	30	3129	3214	59506	61531
IC001V7D4	31	3217	3410	61532	64689
IC001V7D4	32	3414	3570	64690	67611
IC001V7D4	33	3572	3742	67612	71407
IC001V7D4	34	3744	3813	71408	72657
IC001V7D4	35	3816	4010	72658	76179
IC001V7D4	36	4012	4114	76180	78007
IC001V7D4	37	4117	4308	78008	81959
IC001V7D4	38	4310	4405	81960	83933
IC001V7D4	39	4408	4451	83934	84642
IC001V7D4	40	4455	4636	84643	87846
IC001V7D4	41	4639	4841	87847	92462
IC001V7D4	42	4845	5188	92463	98872
IC001V7D4	43	5190	5224	98873	99549
IC001V7D4	44	5226	5249	99550	100267
IC001V7D4	45	5252	5283	100268	101110
IC001V7D4	46	5287	5659	101111	107108
IC001V7D4	47	5661	5834	107109	110617
IC001V7D4	48	5837	6023	110618	114447
IC001V7D4	49	6027	6240	114448	118299
IC001V7D4	50	6242	6344	118300	120396
IC001V7D4	51	6346	6373	120397	121308
IC001V7D4	52	6376	6580	121309	125054
IC001V7D4	53	6583	6655	125055	126492
IC001V7D4	54	6657	6830	126493	129744
IC001V7D4	55	6832	6934	129745	131924
IC001V7D4	56	6937	6965	131925	132486
IC001V7D4	57	6969	7082	132487	134710
IC001V7D4	58	7085	7214	134711	136904
IC001V7D4	59	7216	7399	136905	140275
IC001V7D4	60	7402	7540	140276	142679
IC001V7D4	61	7544	7743	142680	146950
IC001V7D4	62	7746	8017	146951	151751
IC001V7D4	63	8020	8229	151752	155959
IC001V7D4	64	8233	8443	155960	159632
IC001V7D4	65	8446	8577	159633	161922
IC001V7D4	66	8581	8594	161923	162250
IC001V7D4	67	8598	8809	162251	166452
IC001V7D4	68	8812	8914	166453	168810
IC001V7D4	69	8916	8978	168811	170210
IC001V7D4	70	8980	9083	170211	172126
IC001V7D4	71	9085	9114	172127	172868
IC001V7D4	72	9117	9195	172869	174152
IC001V7D4	73	9199	9479	174153	179516
IC001V7D4	74	9482	9665	179517	182720
IC001V7D4	75	9669	9762	182721	184506
IC001V7D4	76	9764	9922	184507	187524
IC001V7D4	77	9925	10016	187525	188958
IC001V7D4	78	10018	10101	188959	190646
IC001V7D4	79	10104	10208	190647	192512
IC001V7D4	80	10210	10253	192513	193685
IC001V7D4	81	10255	10405	193686	196460
IC001V7D4	82	10408	10536	196461	199140
IC001V7D4	83	10540	10698	199141	202032
IC001V7D4	84	10701	10855	202033	204818
IC001V7D4	85	10857	10952	204819	206466
IC001V7D4	86	10954	10975	206467	207190
IC001V7D4	87	10978	11256	207191	212271
IC001V7D4	88	11259	11536	212272	217719
IC001V7D4	89	11538	11553	217720	218241
IC001V7D4	90	11556	11622	218242	219412
IC001V7D4	91	11624	11788	219413	222510
IC001V7D4	92	11792	12030	222511	227076
IC001V7D4	93	12032	12089	227077	228122
IC001V7D4	94	12091	12229	228123	231024
IC001V7D4	95	12232	12332	231025	233240
IC001V7D4	96	12335	12348	233241	233574
IC001V7D4	97	12351	12399	233575	233861
IC001V7D4	98	12402	12480	233862	235533
IC001V7D4	99	12482	12545	235534	236964
IC001V7D4	100	12547	12579	236965	237831
IC001V7D4	101	12581	12598	237832	238552
IC001V7D4	102	12601	12727	238553	241167
IC001V7D4	103	12729	12814	241168	242882
IC001V7D4	104	12816	12920	242883	244859
IC001V7D4	105	12922	12980	244860	246286
IC001V7D4	106	12982	12994	246287	246711
IC001V7D4	107	12996	13084	246712	248995
IC001V7D4	108	13086	13102	248996	249526
IC001V7D4	109	13105	13133	249527	250287
IC001V7D4	110	13135	13200	250288	251821
IC001V7D4	111	13203	13413	251822	256418
IC001V7D4	112	13416	13555	256419	259726
IC001V7D4	113	13558	13642	259727	262076
IC001V7D4	114	13644	13727	262077	263970
IC001V7D4	115	13729	13788	263971	265306
IC001V7D4	116	13791	13832	265307	266293
IC001V7D4	117	13834	13989	266294	269846
IC001V7D4	118	13991	14040	269847	271146
IC001V7D4	119	14043	14148	271147	273311
IC001V7D4	120	14150	14235	273312	275297
IC001V7D4	121	14237	14259	275298	276128
IC001V7D4	122	14262	14271	276129	276631
IC001V7D4	123	14273	14294	276632	277182
IC001V7D4	124	14296	14345	277183	278482
IC001V7D4	125	14348	14415	278483	279943
IC001V7D4	126	14417	14472	279944	281082
IC001V7D4	127	14474	14502	281083	281755
IC001V7D4	128	14505	14661	281756	285681
IC001V7D4	129	14663	14774	285682	288408
IC001V7D4	130	14776	14814	288409	289387
IC001V7D4	131	14816	14910	289388	291503
IC001V7D4	132	14913	15194	291504	297216
IC001V7D4	133	15196	15363	297217	300808
IC001V7D4	134	15365	15415	300809	302017
IC001V7D4	135	15418	15469	302018	303510
IC001V7D4	136	15472	15576	303511	305764
IC001V7D4	137	15578	15648	305765	307329
IC001V7D4	138	15650	15788	307330	310076
IC001V7D4	139	15790	15804	310077	310509
IC001V7D4	140	15806	15917	310510	312787
IC001V7D4	141	15920	15947	312788	313544
IC001V7D4	142	15949	16016	313545	315280
IC001V7D4	143	16018	16076	315281	316802
IC001V7D4	144	16079	16150	316803	318281
IC001V7D4	145	16152	16229	318282	320332
IC001V7D4	146	16233	16256	320333	320891
IC001V7D4	147	16258	16353	320892	322560
IC001V7D4	148	16355	16507	322561	325728
IC001V7D4	149	16509	16547	325729	326889
IC001V7D4	150	16549	16552	326890	327188
IC001V7D4	151	16554	16571	327189	327723
IC001V7D4	152	16573	16652	327724	329412
IC001V7D4	153	16654	16768	329413	331877
IC001V7D4	154	16770	16941	331878	334761
IC001V7D4	155	16944	17031	334762	336664
IC001V7D4	156	17033	17049	336665	337195
IC001V7D4	157	17052	17082	337196	337872
IC001V7D4	158	17085	17146	337873	339128
IC001V7D4	159	17148	17303	339129	342401
IC001V7D4	160	17305	17336	342402	343082
IC001V7D4	161	17338	17456	343083	346028
IC001V7D4	162	17459	17552	346029	347959
IC001V7D4	163	17554	17675	347960	350549
IC001V7D4	164	17677	17773	350550	352947
IC001V7D4	165	17775	17810	352948	353922
IC001V7D4	166	17812	17853	353923	355005
IC001V7D4	167	17856	17923	355006	356741
IC001V7D4	168	17925	17965	356742	357916
IC001V7D4	169	17967	18032	357917	359646
IC001V7D4	170	18035	18255	359647	364197
IC001V7D4	171	18258	18324	364198	365834
IC001V7D4	172	18327	18476	365835	368767
IC001V7D4	173	18479	18511	368768	369818
IC001V7D4	174	18514	18594	369819	371602
IC001V7D4	175	18596	18681	371603	373690
IC001V7D4	176	18683	19063	373691	381543
IC001V7D4	177	19066	19083	381544	382080
IC001V7D4	178	19085	19089	382081	382388
IC001V7D5	0	1	38	279	1017
IC001V7D5	1	40	109	1018	2297
IC001V7D5	2	114	197	2298	3740
IC001V7D5	3	199	317	3741	5492
IC001V7D5	4	319	392	5493	6725
IC001V7D5	5	394	420	6726	7350
IC001V7D5	6	422	516	7351	8837
IC001V7D5	7	518	540	8838	9362
IC001V7D5	8	543	556	9363	9765
IC001V7D5	9	559	637	9766	11105
IC001V7D5	10	639	788	11106	13777
IC001V7D5	11	790	885	13778	15627
IC001V7D5	12	887	910	15628	16246
IC001V7D5	13	913	962	16247	17054
IC001V7D5	14	964	1006	17055	18008
IC001V7D5	15	1008	1150	18009	20968
IC001V7D5	16	1152	1295	20969	23842
IC001V7D5	17	1297	1336	23843	24624
IC001V7D5	18	1339	1358	24625	25063
IC001V7D5	19	1361	1484	25064	27591
IC001V7D5	20	1486	1576	27592	29441
IC001V7D5	21	1578	1755	29442	32804
IC001V7D5	22	1758	1815	32805	33832
IC001V7D5	23	1817	1883	33833	35248
IC001V7D5	24	1885	1987	35249	36984
IC001V7D5	25	1989	2023	36985	37746
IC001V7D5	26	2025	2102	37747	39380
IC001V7D5	27	2105	2123	39381	39997
IC001V7D5	28	2126	2255	39998	42463
IC001V7D5	29	2257	2321	42464	44228
IC001V7D5	30	2324	2412	44229	45998
IC001V7D5	31	2414	2455	45999	46875
IC001V7D5	32	2457	2597	46876	49291
IC001V7D5	33	2599	2634	49292	50063
IC001V7D5	34	2636	2658	50064	50777
IC001V7D5	35	2660	2750	50778	52820
IC001V7D5	36	2753	2874	52821	55342
IC001V7D5	37	2876	3023	55343	58219
IC001V7D5	38	3026	3039	58220	58543
IC001V7D5	39	3042	3204	58544	61117
IC001V7D5	40	3206	3248	61118	61911
IC001V7D5	41	3250	3484	61912	66297
IC001V7D5	42	3487	3586	66298	68199
IC001V7D5	43	3588	3805	68200	72073
IC001V7D5	44	3808	3827	72074	72607
IC001V7D5	45	3830	3919	72608	74205
IC001V7D5	46	3921	4133	74206	78199
IC001V7D5	47	4135	4218	78200	79859
IC001V7D5	48	4221	4388	79860	83175
IC001V7D5	49	4390	4459	83176	84779
IC001V7D5	50	4461	4518	84780	86161
IC001V7D5	51	4521	4610	86162	87667
IC001V7D5	52	4613	4632	87668	88106
IC001V7D5	53	4635	4721	88107	90044
IC001V7D5	54	4723	4930	90045	94238
IC001V7D5	55	4932	5037	94239	95986
IC001V7D5	56	5039	5123	95987	97564
IC001V7D5	57	5125	5261	97565	100230
IC001V7D5	58	5263	5372	100231	102700
IC001V7D5	59	5375	5392	102701	103131
IC001V7D5	60	5396	5412	103132	103471
IC001V7D6	0	1	46	279	1042
IC001V7D6	1	51	123	1043	2423
IC001V7D6	2	126	258	2424	4914
IC001V7D6	3	260	334	4915	6323
IC001V7D6	4	336	449	6324	8139
IC001V7D6	5	451	541	8140	9597
IC001V7D6	6	543	627	9598	11216
IC001V7D6	7	630	737	11217	13182
IC001V7D6	8	739	902	13183	16137
IC001V7D6	9	904	994	16138	17950
IC001V7D6	10	996	1050	17951	18963
IC001V7D6	11	1053	1171	18964	21205
IC001V7D6	12	1173	1275	21206	23211
IC001V7D6	13	1277	1421	23212	25717
IC001V7D6	14	1423	1500	25718	27175
IC001V7D6	15	1503	1602	27176	29075
IC001V7D6	16	1604	1684	29076	30547
IC001V7D6	17	1686	1931	30548	35065
IC001V7D6	18	1933	2001	35066	36399
IC001V7D6	19	2003	2154	36400	39213
IC001V7D6	20	2156	2276	39214	41547
IC001V7D6	21	2279	2476	41548	44889
IC001V7D6	22	2478	2582	44890	46809
IC001V7D6	23	2584	2647	46810	48119
IC001V7D6	24	2649	2814	48120	51259
IC001V7D6	25	2816	2898	51260	52741
IC001V7D6	26	2901	3005	52742	54749
IC001V7D6	27	3007	3079	54750	56187
IC001V7D6	28	3081	3162	56188	57573
IC001V7D6	29	3164	3345	57574	61129
IC001V7D6	30	3347	3449	61130	63129
IC001V7D6	31	3451	3522	63130	64741
IC001V7D6	32	3525	3678	64742	67927
IC001V7D6	33	3680	3850	67928	71867
IC001V7D6	34	3852	3894	71868	72924
